x,y,z,t0,t1,t2,t3,x0,y0,x1,y1,x2,y2,x3,y3,xc,yc,diagonal,b64_image,width,height
0.05,0.14,0.12,150.34617594194668,99.55673522845954,152.44580322609056,52.889067997631024,,,,,,,,,,,,,640,480
0.06,0.13,0.12,145.22485943116808,102.76044112817608,154.70883321324737,51.94839208507127,,,,,,,,,,,,,640,480
0.05,0.13,0.12,148.9624889745782,105.05080683913772,156.24257846284698,51.19177162370925,,,,,,,,,,,,,640,480
0.06,0.12,0.12,143.43494882292202,108.08108375954072,158.165291207637,50.084207448096286,,,,,,,,,,,,,640,480
0.05,0.12,0.12,147.38013505195957,110.56165427596392,159.6498794523689,49.08822517640501,,,,,,,,,,,,,640,480
0.06,0.11,0.12,141.3895403340348,113.3781308978084,161.23908684547888,47.860955947670476,,,,,,,,,,,,,640,480
0.05,0.11,0.12,145.55604521958347,116.07086228602692,162.6635340415101,46.59267175548318,,,,,,,,,,,,,640,480
0.05,0.1,0.12,143.43494882292202,121.54446694984355,165.2760867370148,43.73161978717124,196.0,369.0,155.0,359.0,171.0,301.0,212.0,310.0,183.0,335.0,72.44998274671983,,640,480
0.06,0.1,0.12,139.03624346792648,118.61961415120756,163.92704753857686,45.30743338736932,,,,,,,,,,,,,640,480
0.07,0.1,0.12,135.00797980144134,115.32537028508844,162.27841132779272,46.953041042704285,,,,,,,,,,,,,640,480
0.08,0.1,0.12,131.34019174590992,111.72057693828101,160.31616249362438,48.59558555534336,,,,,,,,,,,,,640,480
0.09,0.1,0.12,128.01278750418334,107.86007569564381,158.0291339974189,50.16905830177512,173.0,319.0,146.0,292.0,176.0,248.0,207.0,270.0,174.0,283.0,71.06335201775947,,640,480
0.1,0.1,0.12,125.0,103.7921505444392,155.40834861469415,51.616198070254974,168.0,306.0,140.0,282.0,176.0,237.0,205.0,260.0,172.0,271.0,69.46221994724903,,640,480
0.09,0.11,0.12,130.71059313749964,103.3776328317195,155.12900328134117,51.751370449621675,161.0,319.0,131.0,299.0,165.0,250.0,193.0,269.0,163.0,284.0,69.1158447825099,,640,480
0.08,0.11,0.12,133.9726266148964,106.98322596997387,157.48263263254333,50.49940666256946,,,,,,,,,,,,,640,480
0.07,0.11,0.12,137.52880770915152,110.33228740803455,159.51595664743394,49.183669239399414,,,,,,,,,,,,,640,480
0.07,0.12,0.12,139.74356283647074,105.26283824054431,156.3810463850317,51.118208144487404,,,,,,,,,,,,,640,480
0.08,0.12,0.12,136.30993247402023,102.14863694396979,154.28731058245563,52.13867363848584,,,,,,,,,,,,,640,480
0.09,0.12,0.12,133.13010235415598,98.77760954436249,151.87452426188213,53.09691471751963,,,,,,,,,,,,,640,480
0.1,0.12,0.12,130.19442890773482,95.18431288599794,149.13285255025232,53.948539664254376,141.0,309.0,113.0,287.0,142.0,238.0,173.0,258.0,141.0,273.0,71.00704190430693,,640,480
0.11,0.11,0.12,125.0,95.55463665154039,149.42357256751137,53.86893591597097,150.0,289.0,123.0,266.0,160.0,221.0,188.0,243.0,155.0,255.0,68.73136110975832,,640,480
0.12,0.1,0.12,119.8055710922652,95.18431288599794,149.13285255025232,53.948539664254376,157.0,276.0,134.0,250.0,175.0,208.0,201.0,234.0,166.0,242.0,70.3420215802759,,640,480
0.13,0.09,0.12,114.69515353123397,94.08380395514153,148.2577740429466,54.17397008780505,169.0,260.0,148.0,232.0,193.0,196.0,216.0,223.0,181.0,228.0,68.35202996254024,,640,480
0.13,0.08,0.12,111.6075022462489,97.24366133222938,150.7256931098296,53.482031777600206,175.0,261.0,154.0,230.0,202.0,196.0,225.0,225.0,188.0,228.0,70.3846574190711,,640,480
0.13,0.07,0.12,108.30075576600638,100.14660790798169,152.87285289520293,52.72624498722122,187.0,261.0,167.0,228.0,218.0,195.0,239.0,228.0,202.0,228.0,72.91776189653656,,640,480
0.13,0.06,0.12,104.77514056883192,102.76044112817608,154.70883321324737,51.94839208507127,199.0,260.0,181.0,226.0,233.0,196.0,252.0,231.0,216.0,228.0,72.47068372797375,,640,480
0.13,0.05,0.12,101.03751102542182,105.05080683913772,156.24257846284698,51.19177162370925,210.0,263.0,194.0,227.0,248.0,201.0,265.0,237.0,229.0,232.0,72.71863585079137,,640,480
0.13,0.04,0.12,97.10272896905238,106.98322596997387,157.48263263254333,50.49940666256946,218.0,261.0,204.0,224.0,259.0,201.0,275.0,237.0,238.0,231.0,72.67048919609665,,640,480
0.13,0.03,0.12,92.9946167919165,108.5252951310455,158.43702908303507,49.91173395198957,233.0,258.0,223.0,219.0,281.0,202.0,292.0,242.0,257.0,230.0,73.7563556583431,,640,480
0.13,0.02,0.12,88.7461622625552,109.64890628243701,159.11290525938568,49.463998976948666,243.0,255.0,236.0,217.0,295.0,205.0,302.0,245.0,269.0,230.0,72.13875518748573,,640,480
0.13,0.01,0.12,84.39870535499553,110.33228740803455,159.51595664743394,49.183669239399414,250.0,256.0,246.0,216.0,305.0,208.0,311.0,249.0,277.0,232.0,73.0,,640,480
0.13,0.0,0.12,80.0,110.56165427596392,159.6498794523689,49.08822517640501,258.0,254.0,255.0,214.0,315.0,209.0,318.0,251.0,286.0,231.0,72.62231062146122,,640,480
0.13,-0.01,0.12,75.60129464500447,110.33228740803455,159.51595664743394,49.183669239399414,273.0,251.0,275.0,212.0,336.0,214.0,334.0,255.0,304.0,232.0,73.06161783043132,,640,480
0.13,-0.02,0.12,71.2538377374448,109.64890628243701,159.11290525938568,49.463998976948666,286.0,251.0,291.0,211.0,351.0,220.0,345.0,260.0,318.0,235.0,72.01388754955533,,640,480
0.13,-0.03,0.12,67.0053832080835,108.5252951310455,158.43702908303507,49.91173395198957,296.0,247.0,306.0,208.0,364.0,223.0,355.0,262.0,330.0,235.0,72.11102550927978,,640,480
0.13,-0.04,0.12,62.89727103094762,106.98322596997387,157.48263263254333,50.49940666256946,305.0,242.0,317.0,205.0,373.0,222.0,362.0,260.0,339.0,232.0,70.8801805866774,,640,480
0.13,-0.05,0.12,58.96248897457818,105.05080683913772,156.24257846284698,51.19177162370925,315.0,243.0,329.0,206.0,385.0,228.0,371.0,265.0,350.0,235.0,71.58910531638176,,640,480
0.13,-0.06,0.12,55.224859431168085,102.76044112817608,154.70883321324737,51.94839208507127,329.0,237.0,345.0,202.0,399.0,227.0,383.0,263.0,364.0,232.0,70.71067811865476,,640,480
0.13,-0.07,0.12,51.699244233993625,100.14660790798169,152.87285289520293,52.72624498722122,345.0,236.0,365.0,203.0,416.0,234.0,396.0,268.0,380.0,235.0,71.02816342831905,,640,480
0.13,-0.08,0.12,48.3924977537511,97.24366133222938,150.7256931098296,53.482031777600206,359.0,232.0,379.0,201.0,429.0,234.0,408.0,267.0,394.0,233.0,70.02856560004639,,640,480
0.13,-0.09,0.12,45.30484646876603,94.08380395514153,148.2577740429466,54.17397008780505,371.0,230.0,393.0,201.0,441.0,237.0,418.0,268.0,406.0,233.0,70.34912934784623,,640,480
0.13,-0.1,0.12,42.431407971172504,90.69532313946664,145.4582624774506,54.76293933798397,387.0,228.0,411.0,200.0,455.0,239.0,432.0,269.0,421.0,233.0,68.8839603971781,,640,480
0.12,-0.11,0.12,37.489552921999156,91.39716985465594,146.0511983670063,54.65402851235038,402.0,241.0,428.0,214.0,469.0,258.0,442.0,285.0,435.0,249.0,69.12307863514182,,640,480
0.11,-0.12,0.12,32.510447078000844,91.39716985465594,146.0511983670063,54.65402851235038,413.0,253.0,442.0,230.0,479.0,278.0,449.0,303.0,446.0,265.0,70.57619995437555,,640,480
0.1,-0.13,0.12,27.56859202882749,90.69532313946664,145.4582624774506,54.76293933798397,429.0,267.0,461.0,248.0,490.0,300.0,458.0,320.0,459.0,283.0,69.35416353759881,,640,480
0.09,-0.14,0.12,22.735226272107596,89.30875964113709,144.2666903041677,54.95793066303061,441.0,279.0,473.0,263.0,497.0,317.0,464.0,334.0,469.0,298.0,67.67569726275453,,640,480
0.08,-0.14,0.12,19.744881296942218,92.28288469075476,146.78969941542863,54.50681472467387,442.0,293.0,477.0,278.0,499.0,336.0,462.0,351.0,470.0,314.0,71.40028011149536,,640,480
0.07,-0.14,0.12,16.56505117707799,94.99981352443632,148.98730937395703,53.987495849520705,442.0,303.0,479.0,292.0,496.0,350.0,459.0,363.0,469.0,326.0,71.58910531638176,,640,480
0.06,-0.14,0.12,13.198590513648185,97.43368320999471,150.8697462877992,53.43606307780449,437.0,318.0,475.0,309.0,488.0,369.0,449.0,379.0,462.0,343.0,72.12489168102785,,640,480
0.05,-0.14,0.12,9.653824058053303,99.55673522845954,152.44580322609056,52.889067997631024,434.0,329.0,471.0,322.0,480.0,383.0,441.0,390.0,457.0,356.0,70.9365914038728,,640,480
0.06,-0.13,0.12,14.775140568831915,102.76044112817608,154.70883321324737,51.94839208507127,419.0,312.0,457.0,301.0,473.0,360.0,435.0,373.0,446.0,336.0,72.24956747275377,,640,480
0.05,-0.13,0.12,11.037511025421807,105.05080683913772,156.24257846284698,51.19177162370925,413.0,324.0,452.0,314.0,465.0,374.0,425.0,384.0,439.0,349.0,72.13875518748573,,640,480
0.06,-0.12,0.12,16.56505117707799,108.08108375954072,158.165291207637,50.084207448096286,401.0,314.0,439.0,302.0,457.0,360.0,418.0,373.0,429.0,337.0,72.47068372797375,,640,480
0.05,-0.12,0.12,12.61986494804043,110.56165427596392,159.6498794523689,49.08822517640501,400.0,323.0,440.0,314.0,453.0,373.0,413.0,383.0,426.0,348.0,72.86288492778748,,640,480
0.06,-0.11,0.12,18.61045966596521,113.3781308978084,161.23908684547888,47.860955947670476,384.0,314.0,423.0,300.0,443.0,357.0,404.0,372.0,413.0,335.0,73.00684899377592,,640,480
0.05,-0.11,0.12,14.443954780416533,116.07086228602692,162.6635340415101,46.59267175548318,377.0,323.0,418.0,311.0,435.0,371.0,394.0,382.0,406.0,347.0,75.28612089887484,,640,480
0.05,-0.1,0.12,16.56505117707799,121.54446694984355,165.2760867370148,43.73161978717124,363.0,321.0,403.0,308.0,423.0,367.0,383.0,380.0,393.0,344.0,75.6042326857432,,640,480
0.06,-0.1,0.12,20.963756532073518,118.61961415120756,163.92704753857686,45.30743338736932,375.0,312.0,412.0,297.0,434.0,353.0,396.0,368.0,404.0,332.0,71.84705978674423,,640,480
0.07,-0.1,0.12,24.992020198558663,115.32537028508844,162.27841132779272,46.953041042704285,373.0,301.0,408.0,282.0,436.0,335.0,400.0,355.0,404.0,318.0,71.58910531638176,,640,480
0.08,-0.1,0.12,28.659808254090088,111.72057693828101,160.31616249362438,48.59558555534336,379.0,287.0,411.0,266.0,443.0,316.0,410.0,339.0,411.0,301.0,70.26378868236469,,640,480
0.09,-0.1,0.12,31.987212495816657,107.86007569564381,158.0291339974189,50.16905830177512,381.0,280.0,410.0,255.0,445.0,303.0,416.0,327.0,413.0,291.0,68.00735254367721,,640,480
0.1,-0.1,0.12,35.0,103.7921505444392,155.40834861469415,51.616198070254974,,,,,,,,,,,,,640,480
0.09,-0.11,0.12,29.289406862500357,103.3776328317195,155.12900328134117,51.751370449621675,390.0,276.0,420.0,253.0,455.0,302.0,423.0,326.0,422.0,289.0,70.00714249274856,,640,480
0.08,-0.11,0.12,26.02737338510361,106.98322596997387,157.48263263254333,50.49940666256946,388.0,286.0,423.0,266.0,453.0,319.0,418.0,340.0,420.0,302.0,72.89718787443039,,640,480
0.07,-0.11,0.12,22.471192290848492,110.33228740803455,159.51595664743394,49.183669239399414,382.0,298.0,419.0,279.0,447.0,333.0,410.0,353.0,414.0,315.0,73.824115301167,,640,480
0.07,-0.12,0.12,20.25643716352927,105.26283824054431,156.3810463850317,51.118208144487404,400.0,300.0,436.0,284.0,459.0,340.0,422.0,356.0,429.0,320.0,71.28113354878694,,640,480
0.08,-0.12,0.12,23.690067525979785,102.14863694396979,154.28731058245563,52.13867363848584,403.0,289.0,437.0,270.0,464.0,324.0,429.0,343.0,433.0,306.0,70.32780389006896,,640,480
0.09,-0.12,0.12,26.86989764584402,98.77760954436249,151.87452426188213,53.09691471751963,405.0,275.0,437.0,255.0,468.0,307.0,436.0,328.0,436.0,291.0,70.66116330771806,,640,480
0.1,-0.12,0.12,29.80557109226519,95.18431288599794,149.13285255025232,53.948539664254376,409.0,264.0,438.0,241.0,472.0,289.0,443.0,313.0,440.0,276.0,67.77905281132217,,640,480
0.11,-0.11,0.12,35.0,95.55463665154039,149.42357256751137,53.86893591597097,395.0,250.0,422.0,223.0,461.0,268.0,434.0,295.0,428.0,259.0,68.41052550594829,,640,480
0.12,-0.1,0.12,40.1944289077348,95.18431288599794,149.13285255025232,53.948539664254376,383.0,240.0,408.0,212.0,451.0,253.0,427.0,282.0,417.0,246.0,69.2314957226839,,640,480
0.12,-0.09,0.12,43.13010235415598,98.77760954436249,151.87452426188213,53.09691471751963,372.0,241.0,396.0,210.0,443.0,249.0,418.0,280.0,407.0,245.0,71.449282711585,,640,480
0.12,-0.08,0.12,46.30993247402021,102.14863694396979,154.28731058245563,52.13867363848584,352.0,245.0,375.0,212.0,424.0,247.0,402.0,281.0,388.0,246.0,72.02777242147643,,640,480
0.12,-0.07,0.12,49.74356283647073,105.26283824054431,156.3810463850317,51.118208144487404,343.0,249.0,364.0,215.0,415.0,248.0,394.0,282.0,379.0,248.0,72.00694410957877,,640,480
0.12,-0.06,0.12,53.43494882292201,108.08108375954072,158.165291207637,50.084207448096286,331.0,254.0,351.0,218.0,403.0,249.0,383.0,285.0,367.0,251.0,72.17340230306452,,640,480
0.12,-0.05,0.12,57.38013505195957,110.56165427596392,159.6498794523689,49.08822517640501,318.0,253.0,335.0,217.0,390.0,242.0,373.0,280.0,354.0,247.0,72.83543093852057,,640,480
0.12,-0.04,0.12,61.56505117707799,112.66261880705817,160.84501499283402,48.18239618577587,306.0,258.0,320.0,219.0,378.0,240.0,364.0,279.0,342.0,249.0,74.21590126111789,,640,480
0.12,-0.03,0.12,65.96375653207352,114.34448503150139,161.76091583812632,47.41643080662492,296.0,261.0,307.0,221.0,366.0,238.0,355.0,278.0,331.0,249.0,73.68174807915459,,640,480
0.12,-0.02,0.12,70.53767779197437,115.57291870009966,162.40707821881256,46.83415951871289,281.0,263.0,287.0,222.0,347.0,231.0,342.0,271.0,314.0,247.0,73.348483283569,,640,480
0.12,-0.01,0.12,75.23635830927383,116.32127325085426,162.79131414791703,46.47004089706277,273.0,268.0,276.0,226.0,336.0,230.0,334.0,272.0,304.0,249.0,73.57309290766564,,640,480
0.12,0.0,0.12,80.0,116.5726543201047,162.918789672034,46.3461353519293,265.0,269.0,264.0,227.0,325.0,226.0,326.0,268.0,295.0,247.0,73.81734213584231,,640,480
0.12,0.01,0.12,84.76364169072617,116.32127325085426,162.79131414791703,46.47004089706277,257.0,270.0,253.0,229.0,314.0,224.0,318.0,265.0,285.0,247.0,73.24616030891995,,640,480
0.12,0.02,0.12,89.46232220802563,115.57291870009966,162.40707821881256,46.83415951871289,248.0,274.0,241.0,233.0,299.0,223.0,308.0,263.0,273.0,248.0,72.12489168102785,,640,480
0.12,0.03,0.12,94.03624346792648,114.34448503150139,161.76091583812632,47.41643080662492,237.0,267.0,227.0,229.0,283.0,213.0,295.0,251.0,260.0,240.0,70.9365914038728,,640,480
0.12,0.04,0.12,98.43494882292201,112.66261880705817,160.84501499283402,48.18239618577587,225.0,276.0,210.0,239.0,264.0,215.0,280.0,253.0,244.0,245.0,72.40165743959182,,640,480
0.12,0.05,0.12,102.61986494804043,110.56165427596392,159.6498794523689,49.08822517640501,219.0,275.0,203.0,239.0,255.0,213.0,273.0,249.0,237.0,244.0,71.69379331573968,,640,480
0.12,0.06,0.12,106.56505117707799,108.08108375954072,158.165291207637,50.084207448096286,207.0,277.0,187.0,244.0,238.0,213.0,259.0,246.0,222.0,245.0,71.11258679024411,,640,480
0.12,0.07,0.12,110.25643716352927,105.26283824054431,156.3810463850317,51.118208144487404,200.0,275.0,179.0,243.0,228.0,209.0,250.0,242.0,214.0,242.0,71.69379331573968,,640,480
0.12,0.08,0.12,113.6900675259798,102.14863694396979,154.28731058245563,52.13867363848584,185.0,277.0,162.0,248.0,208.0,210.0,232.0,240.0,196.0,243.0,70.83784299369935,,640,480
0.12,0.09,0.12,116.86989764584402,98.77760954436249,151.87452426188213,53.09691471751963,173.0,276.0,149.0,249.0,193.0,209.0,218.0,236.0,183.0,242.0,69.92138442565336,,640,480
0.11,0.1,0.12,122.27368900609375,99.55673522845954,152.44580322609056,52.889067997631024,161.0,290.0,135.0,266.0,174.0,223.0,202.0,245.0,167.0,256.0,68.24954212300622,,640,480
0.1,0.11,0.12,127.72631099390627,99.55673522845954,152.44580322609056,52.889067997631024,154.0,305.0,126.0,283.0,159.0,236.0,189.0,257.0,156.0,270.0,69.18092222571191,,640,480
0.11,0.09,0.12,119.28940686250036,103.3776328317195,155.12900328134117,51.751370449621675,172.0,293.0,145.0,267.0,186.0,224.0,214.0,250.0,179.0,258.0,70.40596565632774,,640,480
0.11,0.08,0.12,116.0273733851036,106.98322596997387,157.48263263254333,50.49940666256946,183.0,293.0,157.0,265.0,201.0,223.0,228.0,252.0,192.0,258.0,72.27724399837061,,640,480
