x,y,z,t0,t1,t2,t3,x0,y0,x1,y1,x2,y2,x3,y3,xc,yc,diagonal,b64_image,width,height
0.07,-0.08,0.12,31.185925165709648,124.89427231794797,166.68914579943367,41.794873481485695,348.0,204.0,381.0,177.0,418.0,223.0,386.0,252.0,383.0,213.0,72.53275122315436,,640,480
0.07,-0.07,0.12,35.0,129.34224671641658,168.34741299965646,39.005166283239845,333.0,204.0,363.0,175.0,407.0,219.0,377.0,248.0,370.0,211.0,75.50496672405067,,640,480
0.07,-0.06,0.12,39.398705354995535,133.46151314909193,169.658871680743,36.197358531651105,317.0,205.0,349.0,167.0,403.0,212.0,372.0,250.0,360.0,208.0,86.28441342444185,,640,480
0.07,-0.05,0.12,44.46232220802562,137.16401463675476,170.64905242482325,33.485037788068496,313.0,209.0,337.0,175.0,385.0,209.0,363.0,245.0,349.0,209.0,72.0,,640,480
0.07,-0.04,0.12,50.255118703057775,140.35899570524055,171.35460217598126,30.995606470740697,301.0,212.0,319.0,174.0,373.0,200.0,356.0,239.0,337.0,206.0,72.99315036357864,,640,480
0.07,0.04,0.12,109.74488129694222,140.35899570524055,171.35460217598126,30.995606470740697,276.0,217.0,277.0,175.0,336.0,176.0,336.0,218.0,306.0,196.0,72.67048919609665,,640,480
0.07,0.05,0.12,115.53767779197437,137.16401463675476,170.64905242482325,33.485037788068496,255.0,226.0,240.0,188.0,295.0,165.0,310.0,204.0,275.0,195.0,72.94518489934754,,640,480
0.07,0.06,0.12,120.60129464500446,133.46151314909193,169.658871680743,36.197358531651105,234.0,247.0,202.0,220.0,240.0,174.0,272.0,201.0,237.0,210.0,73.24616030891995,,640,480
0.07,0.07,0.12,125.0,129.34224671641658,168.34741299965646,39.005166283239845,227.0,246.0,192.0,223.0,225.0,175.0,260.0,197.0,226.0,210.0,71.02816342831905,,640,480
0.07,0.08,0.12,128.81407483429035,124.89427231794797,166.68914579943367,41.794873481485695,217.0,247.0,181.0,226.0,212.0,175.0,248.0,196.0,214.0,211.0,72.17340230306452,,640,480
0.07,0.09,0.12,132.1250163489018,120.19852829231573,164.66865798218828,44.470129689872564,205.0,250.0,168.0,233.0,194.0,179.0,232.0,196.0,199.0,214.0,71.84705978674423,,640,480
0.07,0.1,0.12,135.00797980144134,115.32537028508844,162.27841132779272,46.953041042704285,192.0,252.0,154.0,238.0,176.0,182.0,214.0,196.0,184.0,217.0,71.80529228406496,,640,480
0.07,0.11,0.12,137.52880770915152,110.33228740803455,159.51595664743394,49.183669239399414,182.0,251.0,144.0,237.0,165.0,180.0,204.0,194.0,173.0,215.0,73.00684899377592,,640,480
0.08,-0.12,0.12,23.690067525979785,102.14863694396979,154.28731058245563,52.13867363848584,226.0,151.0,210.0,114.0,265.0,90.0,282.0,128.0,245.0,120.0,72.40165743959182,,640,480
0.08,-0.11,0.12,26.02737338510361,106.98322596997387,157.48263263254333,50.49940666256946,297.0,141.0,303.0,98.0,362.0,107.0,358.0,151.0,329.0,124.0,73.35529974037323,,640,480
0.08,-0.1,0.12,28.659808254090088,111.72057693828101,160.31616249362438,48.59558555534336,367.0,176.0,398.0,147.0,439.0,191.0,408.0,222.0,403.0,183.0,73.54590403278758,,640,480
0.08,-0.09,0.12,31.633539336570202,116.32127325085426,162.79131414791703,46.47004089706277,365.0,193.0,397.0,166.0,437.0,214.0,403.0,241.0,401.0,203.0,75.0,,640,480
0.08,-0.08,0.12,35.0,120.73353678071834,164.9128354063405,44.179298625622145,351.0,192.0,382.0,162.0,424.0,207.0,393.0,236.0,387.0,199.0,74.52516353554684,,640,480
0.08,-0.07,0.12,38.81407483429035,124.89427231794797,166.68914579943367,41.794873481485695,337.0,198.0,365.0,167.0,411.0,209.0,382.0,240.0,374.0,203.0,74.81310045707235,,640,480
0.08,-0.06,0.12,43.13010235415598,128.7311692405338,168.1343989399437,39.403229699409906,324.0,196.0,348.0,162.0,399.0,197.0,374.0,231.0,361.0,196.0,75.0066663703967,,640,480
0.08,-0.05,0.12,47.994616791916506,132.1659034852314,169.2699045712968,37.104001086065395,,,,,,,,,,,,,640,480
0.08,-0.04,0.12,53.43494882292201,135.11831389240547,170.12439315187885,35.00607925947339,,,,,,,,,,,,,640,480
0.08,0.04,0.12,106.56505117707799,135.11831389240547,170.12439315187885,35.00607925947339,281.0,207.0,284.0,165.0,341.0,169.0,338.0,210.0,311.0,188.0,71.02112361825881,,640,480
0.08,0.05,0.12,112.00538320808349,132.1659034852314,169.2699045712968,37.104001086065395,250.0,217.0,233.0,180.0,287.0,156.0,305.0,193.0,268.0,186.0,71.34423592694787,,640,480
0.08,0.06,0.12,116.86989764584402,128.7311692405338,168.1343989399437,39.403229699409906,230.0,234.0,201.0,205.0,241.0,164.0,271.0,193.0,235.0,199.0,70.8590149522275,,640,480
0.08,0.07,0.12,121.18592516570965,124.89427231794797,166.68914579943367,41.794873481485695,218.0,239.0,186.0,214.0,221.0,166.0,255.0,191.0,219.0,202.0,73.06161783043132,,640,480
0.08,0.08,0.12,125.0,120.73353678071834,164.9128354063405,44.179298625622145,208.0,237.0,174.0,216.0,206.0,165.0,241.0,187.0,207.0,201.0,72.02777242147643,,640,480
0.08,0.09,0.12,128.3664606634298,116.32127325085426,162.79131414791703,46.47004089706277,200.0,235.0,165.0,215.0,196.0,163.0,231.0,183.0,198.0,199.0,72.11102550927978,,640,480
0.08,0.1,0.12,131.34019174590992,111.72057693828101,160.31616249362438,48.59558555534336,185.0,234.0,150.0,217.0,177.0,164.0,214.0,182.0,181.0,199.0,70.45565981523414,,640,480
0.08,0.11,0.12,133.9726266148964,106.98322596997387,157.48263263254333,50.49940666256946,177.0,239.0,140.0,224.0,164.0,168.0,202.0,184.0,170.0,203.0,72.18032973047436,,640,480
0.09,-0.12,0.12,26.86989764584402,98.77760954436249,151.87452426188213,53.09691471751963,227.0,138.0,213.0,100.0,266.0,80.0,284.0,118.0,246.0,109.0,69.8927750200262,,640,480
0.09,-0.11,0.12,29.289406862500357,103.3776328317195,155.12900328134117,51.751370449621675,294.0,132.0,298.0,89.0,358.0,96.0,355.0,140.0,326.0,114.0,73.43023900274328,,640,480
0.09,-0.1,0.12,31.987212495816657,107.86007569564381,158.0291339974189,50.16905830177512,357.0,158.0,382.0,124.0,431.0,161.0,406.0,196.0,394.0,159.0,74.06078584514209,,640,480
0.09,-0.09,0.12,35.0,112.18991039678934,160.58106686338743,48.39115646659811,363.0,179.0,393.0,149.0,437.0,193.0,406.0,223.0,400.0,186.0,75.31268153505093,,640,480
0.09,-0.08,0.12,38.3664606634298,116.32127325085426,162.79131414791703,46.47004089706277,,,,,,,,,,,,,640,480
0.09,-0.07,0.12,42.125016348901795,120.19852829231573,164.66865798218828,44.470129689872564,337.0,185.0,363.0,152.0,413.0,190.0,386.0,223.0,375.0,187.0,76.16429609731846,,640,480
0.09,-0.06,0.12,46.309932474020215,123.75820663832417,166.22569495565563,42.46748831733146,325.0,191.0,348.0,155.0,400.0,190.0,376.0,225.0,362.0,190.0,75.0066663703967,,640,480
0.09,-0.05,0.12,50.945395900922854,126.93189152893574,167.47975837422098,40.54786684528523,315.0,195.0,336.0,157.0,390.0,188.0,368.0,226.0,352.0,191.0,75.32595834106593,,640,480
0.09,-0.04,0.12,56.037511025421814,129.6499665765463,168.45288589358708,38.8029193170408,305.0,194.0,321.0,154.0,377.0,177.0,361.0,216.0,341.0,185.0,73.97972695272672,,640,480
0.09,0.04,0.12,103.96248897457818,129.6499665765463,168.45288589358708,38.8029193170408,273.0,199.0,271.0,156.0,333.0,154.0,334.0,197.0,303.0,176.0,75.0,,640,480
0.09,0.05,0.12,109.05460409907715,126.93189152893574,167.47975837422098,40.54786684528523,245.0,209.0,228.0,171.0,281.0,146.0,299.0,184.0,263.0,177.0,72.56031973468694,,640,480
0.09,0.06,0.12,113.69006752597979,123.75820663832417,166.22569495565563,42.46748831733146,223.0,225.0,194.0,196.0,237.0,154.0,266.0,183.0,230.0,189.0,72.3671196055225,,640,480
0.09,0.07,0.12,117.8749836510982,120.19852829231573,164.66865798218828,44.470129689872564,215.0,220.0,187.0,191.0,228.0,149.0,258.0,179.0,221.0,184.0,72.18032973047436,,640,480
0.09,0.08,0.12,121.63353933657021,116.32127325085426,162.79131414791703,46.47004089706277,207.0,223.0,176.0,196.0,214.0,150.0,247.0,176.0,210.0,186.0,73.33484846919642,,640,480
0.09,0.09,0.12,125.0,112.18991039678934,160.58106686338743,48.39115646659811,191.0,224.0,159.0,202.0,194.0,153.0,227.0,177.0,192.0,188.0,71.06335201775947,,640,480
0.09,0.1,0.12,128.01278750418334,107.86007569564381,158.0291339974189,50.16905830177512,183.0,227.0,148.0,207.0,178.0,155.0,214.0,175.0,180.0,191.0,72.17340230306452,,640,480
0.09,0.11,0.12,130.71059313749964,103.3776328317195,155.12900328134117,51.751370449621675,170.0,228.0,135.0,210.0,162.0,157.0,199.0,175.0,166.0,192.0,71.449282711585,,640,480
0.1,-0.12,0.12,29.80557109226519,95.18431288599794,149.13285255025232,53.948539664254376,232.0,125.0,221.0,87.0,276.0,70.0,290.0,109.0,254.0,97.0,70.43436661176133,,640,480
0.1,-0.11,0.12,32.27368900609373,99.55673522845954,152.44580322609056,52.889067997631024,308.0,120.0,316.0,78.0,377.0,90.0,369.0,133.0,342.0,105.0,75.23961722390672,,640,480
0.1,-0.1,0.12,35.0,103.7921505444392,155.40834861469415,51.616198070254974,371.0,153.0,397.0,119.0,443.0,157.0,417.0,192.0,407.0,155.0,72.11102550927978,,640,480
0.1,-0.09,0.12,38.01278750418334,107.86007569564381,158.0291339974189,50.16905830177512,366.0,164.0,394.0,132.0,441.0,173.0,412.0,205.0,403.0,168.0,75.53806987208503,,640,480
0.1,-0.08,0.12,41.34019174590991,111.72057693828101,160.31616249362438,48.59558555534336,356.0,170.0,383.0,137.0,431.0,177.0,403.0,210.0,393.0,173.0,75.32595834106593,,640,480
0.1,-0.07,0.12,45.00797980144133,115.32537028508844,162.27841132779272,46.953041042704285,343.0,175.0,368.0,140.0,418.0,177.0,392.0,212.0,380.0,176.0,75.02666192761077,,640,480
0.1,-0.06,0.12,49.03624346792648,118.61961415120756,163.92704753857686,45.30743338736932,328.0,179.0,350.0,141.0,404.0,173.0,382.0,210.0,366.0,176.0,76.23647421018367,,640,480
0.1,-0.05,0.12,53.43494882292201,121.54446694984355,165.2760867370148,43.73161978717124,317.0,183.0,336.0,144.0,392.0,172.0,372.0,210.0,354.0,177.0,75.8023746329889,,640,480
0.1,-0.04,0.12,58.198590513648185,124.040350433703,166.342305668604,42.301955234901016,307.0,189.0,322.0,149.0,380.0,172.0,364.0,212.0,343.0,180.0,74.95331880577403,,640,480
0.1,0.04,0.12,101.80140948635182,124.040350433703,166.342305668604,42.301955234901016,281.0,187.0,283.0,145.0,345.0,148.0,342.0,191.0,313.0,167.0,74.94664769020693,,640,480
0.1,0.05,0.12,106.56505117707799,121.54446694984355,165.2760867370148,43.73161978717124,239.0,197.0,222.0,160.0,275.0,135.0,293.0,172.0,257.0,166.0,71.69379331573968,,640,480
0.1,0.06,0.12,110.96375653207352,118.61961415120756,163.92704753857686,45.30743338736932,223.0,206.0,198.0,174.0,246.0,137.0,272.0,170.0,234.0,171.0,72.73238618387272,,640,480
0.1,0.07,0.12,114.99202019855866,115.32537028508844,162.27841132779272,46.953041042704285,213.0,207.0,186.0,177.0,230.0,139.0,258.0,168.0,221.0,173.0,70.09279563550022,,640,480
0.1,0.08,0.12,118.65980825409008,111.72057693828101,160.31616249362438,48.59558555534336,202.0,208.0,172.0,180.0,214.0,137.0,244.0,165.0,208.0,172.0,72.00694410957877,,640,480
0.1,0.09,0.12,121.98721249581666,107.86007569564381,158.0291339974189,50.16905830177512,190.0,211.0,158.0,186.0,196.0,140.0,228.0,165.0,193.0,175.0,71.25307010929424,,640,480
0.1,0.1,0.12,125.0,103.7921505444392,155.40834861469415,51.616198070254974,178.0,210.0,145.0,187.0,180.0,139.0,213.0,163.0,179.0,174.0,71.02816342831905,,640,480
0.1,0.11,0.12,127.72631099390627,99.55673522845954,152.44580322609056,52.889067997631024,164.0,214.0,130.0,194.0,161.0,142.0,196.0,162.0,162.0,178.0,72.06247289678588,,640,480
0.11,-0.12,0.12,32.510447078000844,91.39716985465594,146.0511983670063,54.65402851235038,232.0,117.0,220.0,79.0,275.0,62.0,288.0,101.0,253.0,89.0,69.81403870282824,,640,480
0.11,-0.11,0.12,35.0,95.55463665154039,149.42357256751137,53.86893591597097,307.0,110.0,314.0,69.0,374.0,80.0,367.0,122.0,340.0,95.0,73.40980860893181,,640,480
0.11,-0.1,0.12,37.72631099390626,99.55673522845954,152.44580322609056,52.889067997631024,371.0,139.0,395.0,103.0,444.0,139.0,420.0,175.0,407.0,139.0,73.0,,640,480
0.11,-0.09,0.12,40.71059313749964,103.3776328317195,155.12900328134117,51.751370449621675,373.0,155.0,399.0,122.0,447.0,161.0,419.0,195.0,410.0,158.0,74.24284477308234,,640,480
0.11,-0.08,0.12,43.97262661489639,106.98322596997387,157.48263263254333,50.49940666256946,361.0,158.0,387.0,123.0,436.0,161.0,410.0,196.0,398.0,159.0,75.05997601918082,,640,480
0.11,-0.07,0.12,47.52880770915151,110.33228740803455,159.51595664743394,49.183669239399414,345.0,161.0,368.0,125.0,420.0,159.0,396.0,195.0,382.0,160.0,75.02666192761077,,640,480
0.11,-0.06,0.12,51.389540334034784,113.3781308978084,161.23908684547888,47.860955947670476,335.0,167.0,355.0,129.0,409.0,159.0,388.0,197.0,372.0,163.0,74.43117626371358,,640,480
0.11,-0.05,0.12,55.55604521958347,116.07086228602692,162.6635340415101,46.59267175548318,322.0,170.0,340.0,131.0,396.0,157.0,377.0,196.0,359.0,163.0,75.13321502504735,,640,480
0.11,-0.04,0.12,60.016893478100016,118.36017428389415,163.80218537193858,45.442011088044424,310.0,174.0,324.0,133.0,383.0,154.0,368.0,195.0,346.0,164.0,75.69015788066504,,640,480
0.11,0.04,0.12,99.98310652189998,118.36017428389415,163.80218537193858,45.442011088044424,278.0,172.0,279.0,130.0,340.0,131.0,340.0,174.0,309.0,151.0,74.33034373659252,,640,480
0.11,0.05,0.12,104.44395478041653,116.07086228602692,162.6635340415101,46.59267175548318,231.0,189.0,212.0,153.0,265.0,126.0,285.0,161.0,248.0,157.0,71.58910531638176,,640,480
0.11,0.06,0.12,108.61045966596521,113.3781308978084,161.23908684547888,47.860955947670476,217.0,190.0,194.0,158.0,244.0,124.0,267.0,157.0,230.0,157.0,71.30918594402827,,640,480
0.11,0.07,0.12,112.47119229084849,110.33228740803455,159.51595664743394,49.183669239399414,209.0,195.0,183.0,163.0,230.0,127.0,256.0,158.0,219.0,161.0,71.16881339463234,,640,480
0.11,0.08,0.12,116.0273733851036,106.98322596997387,157.48263263254333,50.49940666256946,195.0,198.0,166.0,169.0,208.0,127.0,237.0,157.0,201.0,162.0,72.18032973047436,,640,480
0.11,0.09,0.12,119.28940686250036,103.3776328317195,155.12900328134117,51.751370449621675,183.0,199.0,153.0,174.0,192.0,129.0,224.0,155.0,187.0,164.0,70.57619995437555,,640,480
0.11,0.1,0.12,122.27368900609375,99.55673522845954,152.44580322609056,52.889067997631024,169.0,200.0,139.0,176.0,176.0,131.0,207.0,154.0,172.0,165.0,69.35416353759881,,640,480
0.11,0.11,0.12,125.0,95.55463665154039,149.42357256751137,53.86893591597097,156.0,200.0,124.0,178.0,158.0,130.0,191.0,152.0,157.0,165.0,70.02856560004639,,640,480
0.12,-0.12,0.12,35.0,87.43726353453387,142.61577677772152,55.17851324318767,229.0,105.0,216.0,66.0,272.0,49.0,286.0,89.0,250.0,77.0,70.60453243241541,,640,480
0.12,-0.11,0.12,37.489552921999156,91.39716985465594,146.0511983670063,54.65402851235038,315.0,98.0,324.0,56.0,384.0,69.0,376.0,112.0,349.0,83.0,74.84650960465692,,640,480
0.12,-0.1,0.12,40.1944289077348,95.18431288599794,149.13285255025232,53.948539664254376,384.0,135.0,410.0,101.0,458.0,140.0,431.0,174.0,421.0,137.0,74.16872656315464,,640,480
0.12,-0.09,0.12,43.13010235415598,98.77760954436249,151.87452426188213,53.09691471751963,373.0,136.0,398.0,100.0,449.0,137.0,423.0,173.0,411.0,136.0,76.00657866263946,,640,480
0.12,-0.08,0.12,46.30993247402021,102.14863694396979,154.28731058245563,52.13867363848584,356.0,142.0,379.0,106.0,433.0,140.0,408.0,177.0,394.0,141.0,77.02596964660685,,640,480
0.12,-0.07,0.12,49.74356283647073,105.26283824054431,156.3810463850317,51.118208144487404,347.0,147.0,367.0,110.0,422.0,141.0,400.0,178.0,384.0,144.0,75.23961722390672,,640,480
0.12,-0.06,0.12,53.43494882292201,108.08108375954072,158.165291207637,50.084207448096286,333.0,152.0,351.0,113.0,407.0,140.0,388.0,180.0,370.0,146.0,74.96665925596525,,640,480
0.12,-0.05,0.12,57.38013505195957,110.56165427596392,159.6498794523689,49.08822517640501,322.0,154.0,336.0,114.0,394.0,136.0,379.0,177.0,358.0,145.0,74.21590126111789,,640,480
0.12,-0.04,0.12,61.56505117707799,112.66261880705817,160.84501499283402,48.18239618577587,314.0,158.0,326.0,117.0,386.0,136.0,372.0,178.0,350.0,147.0,75.28612089887484,,640,480
0.12,0.04,0.12,98.43494882292201,112.66261880705817,160.84501499283402,48.18239618577587,277.0,159.0,277.0,116.0,338.0,116.0,339.0,160.0,307.0,137.0,74.63243262818116,,640,480
0.12,0.05,0.12,102.61986494804043,110.56165427596392,159.6498794523689,49.08822517640501,224.0,180.0,204.0,143.0,258.0,114.0,278.0,151.0,241.0,147.0,74.24284477308234,,640,480
0.12,0.06,0.12,106.56505117707799,108.08108375954072,158.165291207637,50.084207448096286,213.0,185.0,190.0,152.0,240.0,117.0,264.0,152.0,226.0,151.0,73.16419889536138,,640,480
0.12,0.07,0.12,110.25643716352927,105.26283824054431,156.3810463850317,51.118208144487404,204.0,181.0,180.0,149.0,228.0,114.0,254.0,146.0,216.0,147.0,71.16881339463234,,640,480
0.12,0.08,0.12,113.6900675259798,102.14863694396979,154.28731058245563,52.13867363848584,192.0,184.0,164.0,154.0,209.0,115.0,237.0,145.0,200.0,149.0,71.06335201775947,,640,480
0.12,0.09,0.12,116.86989764584402,98.77760954436249,151.87452426188213,53.09691471751963,179.0,182.0,150.0,154.0,192.0,112.0,222.0,140.0,185.0,147.0,71.19691004531025,,640,480
0.12,0.1,0.12,119.8055710922652,95.18431288599794,149.13285255025232,53.948539664254376,165.0,183.0,136.0,158.0,176.0,113.0,207.0,139.0,170.0,148.0,70.8590149522275,,640,480
0.12,0.11,0.12,122.51044707800085,91.39716985465594,146.0511983670063,54.65402851235038,153.0,188.0,122.0,164.0,161.0,119.0,191.0,141.0,157.0,153.0,69.46221994724903,,640,480
0.13,-0.12,0.12,37.29061004263853,83.31733000565684,138.8081780811752,55.49084807551837,233.0,89.0,223.0,49.0,280.0,35.0,291.0,75.0,256.0,62.0,71.58910531638176,,640,480
0.13,-0.11,0.12,39.76364169072618,87.10110165024413,142.31403814814533,55.212936497901204,324.0,87.0,333.0,44.0,393.0,59.0,384.0,102.0,358.0,73.0,74.46475676452586,,640,480
0.13,-0.1,0.12,42.431407971172504,90.69532313946664,145.4582624774506,54.76293933798397,393.0,122.0,419.0,89.0,468.0,127.0,441.0,161.0,430.0,124.0,75.16648189186454,,640,480
0.13,-0.09,0.12,45.30484646876603,94.08380395514153,148.2577740429466,54.17397008780505,371.0,124.0,394.0,88.0,447.0,122.0,423.0,159.0,409.0,123.0,76.02631123499285,,640,480
0.13,-0.08,0.12,48.3924977537511,97.24366133222938,150.7256931098296,53.482031777600206,360.0,128.0,381.0,90.0,435.0,121.0,413.0,159.0,397.0,124.0,75.32595834106593,,640,480
0.13,-0.07,0.12,51.699244233993625,100.14660790798169,152.87285289520293,52.72624498722122,348.0,130.0,367.0,92.0,423.0,120.0,403.0,160.0,385.0,125.0,75.66372975210778,,640,480
0.13,-0.06,0.12,55.224859431168085,102.76044112817608,154.70883321324737,51.94839208507127,336.0,134.0,352.0,95.0,409.0,120.0,392.0,160.0,372.0,127.0,74.33034373659252,,640,480
0.13,-0.05,0.12,58.96248897457818,105.05080683913772,156.24257846284698,51.19177162370925,328.0,141.0,342.0,100.0,400.0,122.0,385.0,163.0,364.0,131.0,74.46475676452586,,640,480
