t0i,t1i,t2i,t3i,xi,yi,t00.30,t10.30,t20.30,t30.30,x0.30,y0.30,t00.50,t10.50,t20.50,t30.50,x0.50,y0.50,t00.75,t10.75,t20.75,t30.75,x0.75,y0.75,t00.82,t10.82,t20.82,t30.82,x0.82,y0.82,t00.90,t10.90,t20.90,t30.90,x0.90,y0.90,t00.95,t10.95,t20.95,t30.95,x0.95,y0.95,t0f,t1f,t2f,t3f,xf,yf
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,103.03504448918528,147.02187758539236,172.34857683039445,25.326699245002093,0.0635,0.027,108.61045966596521,132.38675049391315,169.33774304622085,36.95099255230771,0.0825,0.045,112.42755499577247,113.0305789126346,161.04849006112266,48.01791114848807,0.10625000000000001,0.0675,113.22104117913008,107.27361814760836,157.66473646772113,50.39111832011276,0.113375,0.07425,113.90896151168027,101.5798516344329,153.89093269132553,52.31108105689264,0.12050000000000001,0.081,114.31880255684308,97.81936682381367,151.16061463189237,53.34124780807872,0.12525,0.08549999999999999,114.31880255684308,97.81936682381367,151.16061463189237,53.34124780807872,0.13,0.09
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,100.70422362934201,147.64337221287417,172.40578166757518,24.762409454700993,0.0635,0.024,105.86635679409451,133.76895559676257,169.74797155770298,35.979015960940416,0.0825,0.04,109.45367272692094,115.35240004206236,162.29249832023135,46.94009827816899,0.10625000000000001,0.06,110.20535040521074,109.85343210877444,159.23416726405634,49.38073515528188,0.113375,0.066,110.85875522107057,104.40969486244309,155.82027851020274,51.41058364775963,0.12050000000000001,0.07200000000000001,111.24880780965735,100.81391734857422,153.35030393229434,52.536386583720116,0.12525,0.076,111.24880780965735,100.81391734857422,153.35030393229434,52.536386583720116,0.13,0.08
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,98.29949805986043,148.19701990072008,172.4512682106053,24.254248309885224,0.0635,0.021,102.98871680208063,135.01351443090346,170.09601582551306,35.0825013946096,0.0825,0.035,106.29479007058386,117.47221543878385,163.36840294132082,45.89618750253699,0.10625000000000001,0.052500000000000005,106.99299939270915,112.21593158815183,160.59567105783012,48.379739469678285,0.113375,0.05775,107.60153937178461,107.00664297590471,157.49735834025762,50.49071536435289,0.12050000000000001,0.06300000000000001,107.96553652276474,103.56424858621881,155.2550474701123,51.69079888389347,0.12525,0.0665,107.96553652276474,103.56424858621881,155.2550474701123,51.69079888389347,0.13,0.07
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,95.82615407617254,148.6809474022652,172.48672816082973,23.80578075856455,0.0635,0.018,99.98310652189997,136.11179504735,170.38617334781543,34.27437830046543,0.0825,0.03,102.95408653762848,119.36725090151437,164.28212216742645,44.914871265912105,0.10625000000000001,0.045,103.58628325060513,114.33440814842584,161.75553586196227,47.42112771353645,0.113375,0.049499999999999995,104.13871534547563,109.34084163204479,158.92923105082906,49.588389418784274,0.12050000000000001,0.054,104.46979861245414,106.0390207900363,156.88287139093327,50.84385060089697,0.12525,0.056999999999999995,104.46979861245414,106.0390207900363,156.88287139093327,50.84385060089697,0.13,0.06
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,93.29080141128588,149.0934668304373,172.51373920482305,23.420272374385757,0.0635,0.015,96.85839876773828,137.05585972490252,170.62271888677333,33.56685916187081,0.0825,0.025,99.4400348281762,121.01536026911131,165.04001300366855,44.02465273455724,0.10625000000000001,0.037500000000000006,99.99325006070046,116.18229323938081,162.72049341164313,46.538200172262336,0.113375,0.04125,100.47784356726152,111.3818080696454,160.1231905598404,48.74138249019498,0.12050000000000001,0.045000000000000005,100.76880707512339,108.20558251712905,158.2417106709765,50.03612815384744,0.12525,0.0475,100.76880707512339,108.20558251712905,158.2417106709765,50.03612815384744,0.13,0.05
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,90.70135072389915,149.43309919794348,172.53372458457144,23.100625386627982,0.0635,0.012,93.62699485989154,137.83863265376564,170.80972928394937,32.971096630183716,0.0825,0.02,95.76718254247568,122.39587177561336,165.64858370704093,43.252711931427584,0.10625000000000001,0.03,96.22866485997035,117.7343206740061,163.4974814567943,45.763160782788205,0.113375,0.033,96.63378830719965,113.09994190781092,161.0866521255743,47.98671021776336,0.12050000000000001,0.036000000000000004,96.87744129055558,110.03173019159978,159.33943648683106,49.30770629523129,0.12525,0.038,96.87744129055558,110.03173019159978,159.33943648683106,49.30770629523129,0.13,0.04
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,88.0669317297931,149.69859716804024,172.54791369340205,22.84931652536185,0.0635,0.009,90.30484646876603,138.45406058302763,170.95089466722013,32.4968340841925,0.0825,0.015,91.95658424314914,123.49043367237628,166.11409988462884,42.623666212252566,0.10625000000000001,0.0225,92.3145938522066,118.96772047293899,164.0932495758288,45.1255291028898,0.113375,0.024749999999999998,92.62945895302539,114.46812004108568,161.82681828126292,47.35869824017723,0.12050000000000001,0.027,92.81909416524377,111.48759567066978,160.1836087921073,48.696013121437495,0.12525,0.028499999999999998,92.81909416524377,111.48759567066978,160.1836087921073,48.696013121437495,0.13,0.03
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,85.3977487764804,149.88896592448674,172.55730576232844,22.668339837841717,0.0635,0.006,86.91122711902469,138.89726004057155,171.04932975554883,32.15206971497726,0.0825,0.01,88.03571071053479,124.28380894793452,166.44212474493398,42.15831579699947,0.10625000000000001,0.015,88.28039181840991,119.86336465614235,164.51385617326014,44.65049151711778,0.113375,0.0165,88.49588587835203,115.46326226683628,162.35017878248127,46.88691651564498,0.12050000000000001,0.018000000000000002,88.62581121477587,112.5475260808343,160.78101437836597,48.23348829753167,0.12525,0.019,88.62581121477587,112.5475260808343,160.78101437836597,48.23348829753167,0.13,0.02
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,82.70487598573565,150.0034809998961,172.56263876773156,22.559157767835455,0.0635,0.003,83.46822925891715,139.16464363382732,171.10740161879886,31.942757984971553,0.0825,0.005,84.03771062097712,124.7645666704529,166.6370524654202,41.87248579496729,0.10625000000000001,0.0075,84.16192731552694,120.40677925808122,164.76413121129968,44.35735195321848,0.113375,0.00825,84.27142201738391,116.06773825381774,162.66193488220168,46.59419662838394,0.12050000000000001,0.009000000000000001,84.33748259450897,113.1917930201445,161.13709185353474,47.94529883339024,0.12525,0.0095,84.33748259450897,113.1917930201445,161.13709185353474,47.94529883339024,0.13,0.01
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,80.0,150.04170195621393,172.56436554966365,22.52266359344971,0.0635,0.0,80.0,139.2540176034966,171.12659090950984,31.872573306013244,0.0825,0.0,80.0,124.92561973491195,166.7017040817602,41.776084346848236,0.10625000000000001,0.0,80.0,120.58893965117383,164.8471961605361,44.258256509362255,0.113375,0.0,80.0,116.27048695800296,162.76546312144075,46.4949761634378,0.12050000000000001,0.0,80.0,113.40796425975842,161.25537534140125,47.84741108164284,0.12525,0.0,80.0,113.40796425975842,161.25537534140125,47.84741108164284,0.13,0.0
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,77.29512401426435,150.0034809998961,172.56263876773156,22.559157767835455,0.0635,-0.003,76.53177074108285,139.16464363382732,171.10740161879886,31.942757984971553,0.0825,-0.005,75.96228937902288,124.7645666704529,166.6370524654202,41.87248579496729,0.10625000000000001,-0.0075,75.83807268447306,120.40677925808122,164.76413121129968,44.35735195321848,0.113375,-0.00825,75.72857798261609,116.06773825381774,162.66193488220168,46.59419662838394,0.12050000000000001,-0.009000000000000001,75.66251740549103,113.1917930201445,161.13709185353474,47.94529883339024,0.12525,-0.0095,75.66251740549103,113.1917930201445,161.13709185353474,47.94529883339024,0.13,-0.01
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,74.6022512235196,149.88896592448674,172.55730576232844,22.668339837841717,0.0635,-0.006,73.08877288097531,138.89726004057155,171.04932975554883,32.15206971497726,0.0825,-0.01,71.96428928946521,124.28380894793452,166.44212474493398,42.15831579699947,0.10625000000000001,-0.015,71.71960818159009,119.86336465614235,164.51385617326014,44.65049151711778,0.113375,-0.0165,71.50411412164797,115.46326226683628,162.35017878248127,46.88691651564498,0.12050000000000001,-0.018000000000000002,71.37418878522413,112.5475260808343,160.78101437836597,48.23348829753167,0.12525,-0.019,71.37418878522413,112.5475260808343,160.78101437836597,48.23348829753167,0.13,-0.02
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,71.9330682702069,149.69859716804024,172.54791369340205,22.84931652536185,0.0635,-0.009,69.69515353123397,138.45406058302763,170.95089466722013,32.4968340841925,0.0825,-0.015,68.04341575685086,123.49043367237628,166.11409988462884,42.623666212252566,0.10625000000000001,-0.0225,67.6854061477934,118.96772047293899,164.0932495758288,45.1255291028898,0.113375,-0.024749999999999998,67.37054104697461,114.46812004108568,161.82681828126292,47.35869824017723,0.12050000000000001,-0.027,67.18090583475623,111.48759567066978,160.1836087921073,48.696013121437495,0.12525,-0.028499999999999998,67.18090583475623,111.48759567066978,160.1836087921073,48.696013121437495,0.13,-0.03
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,69.29864927610085,149.43309919794348,172.53372458457144,23.100625386627982,0.0635,-0.012,66.37300514010846,137.83863265376564,170.80972928394937,32.971096630183716,0.0825,-0.02,64.23281745752432,122.39587177561336,165.64858370704093,43.252711931427584,0.10625000000000001,-0.03,63.77133514002965,117.7343206740061,163.4974814567943,45.763160782788205,0.113375,-0.033,63.36621169280035,113.09994190781092,161.0866521255743,47.98671021776336,0.12050000000000001,-0.036000000000000004,63.12255870944442,110.03173019159978,159.33943648683106,49.30770629523129,0.12525,-0.038,63.12255870944442,110.03173019159978,159.33943648683106,49.30770629523129,0.13,-0.04
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,66.70919858871412,149.0934668304373,172.51373920482305,23.420272374385757,0.0635,-0.015,63.14160123226172,137.05585972490252,170.62271888677333,33.56685916187081,0.0825,-0.025,60.559965171823805,121.01536026911131,165.04001300366855,44.02465273455724,0.10625000000000001,-0.037500000000000006,60.006749939299546,116.18229323938081,162.72049341164313,46.538200172262336,0.113375,-0.04125,59.522156432738484,111.3818080696454,160.1231905598404,48.74138249019498,0.12050000000000001,-0.045000000000000005,59.2311929248766,108.20558251712905,158.2417106709765,50.03612815384744,0.12525,-0.0475,59.2311929248766,108.20558251712905,158.2417106709765,50.03612815384744,0.13,-0.05
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,64.17384592382746,148.6809474022652,172.48672816082973,23.80578075856455,0.0635,-0.018,60.01689347810002,136.11179504735,170.38617334781543,34.27437830046543,0.0825,-0.03,57.04591346237152,119.36725090151437,164.28212216742645,44.914871265912105,0.10625000000000001,-0.045,56.413716749394865,114.33440814842584,161.75553586196227,47.42112771353645,0.113375,-0.049499999999999995,55.86128465452437,109.34084163204479,158.92923105082906,49.588389418784274,0.12050000000000001,-0.054,55.53020138754586,106.0390207900363,156.88287139093327,50.84385060089697,0.12525,-0.056999999999999995,55.53020138754586,106.0390207900363,156.88287139093327,50.84385060089697,0.13,-0.06
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,61.700501940139574,148.19701990072008,172.4512682106053,24.254248309885224,0.0635,-0.021,57.01128319791936,135.01351443090346,170.09601582551306,35.0825013946096,0.0825,-0.035,53.70520992941614,117.47221543878385,163.36840294132082,45.89618750253699,0.10625000000000001,-0.052500000000000005,53.00700060729085,112.21593158815183,160.59567105783012,48.379739469678285,0.113375,-0.05775,52.39846062821539,107.00664297590471,157.49735834025762,50.49071536435289,0.12050000000000001,-0.06300000000000001,52.03446347723526,103.56424858621881,155.2550474701123,51.69079888389347,0.12525,-0.0665,52.03446347723526,103.56424858621881,155.2550474701123,51.69079888389347,0.13,-0.07
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,59.295776370658,147.64337221287417,172.40578166757518,24.762409454700993,0.0635,-0.024,54.133643205905486,133.76895559676257,169.74797155770298,35.979015960940416,0.0825,-0.04,50.54632727307906,115.35240004206236,162.29249832023135,46.94009827816899,0.10625000000000001,-0.06,49.79464959478926,109.85343210877444,159.23416726405634,49.38073515528188,0.113375,-0.066,49.14124477892943,104.40969486244309,155.82027851020274,51.41058364775963,0.12050000000000001,-0.07200000000000001,48.75119219034265,100.81391734857422,153.35030393229434,52.536386583720116,0.12525,-0.076,48.75119219034265,100.81391734857422,153.35030393229434,52.536386583720116,0.13,-0.08
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,56.96495551081471,147.02187758539236,172.34857683039445,25.326699245002093,0.0635,-0.027,51.389540334034784,132.38675049391315,169.33774304622085,36.95099255230771,0.0825,-0.045,47.57244500422753,113.0305789126346,161.04849006112266,48.01791114848807,0.10625000000000001,-0.0675,46.77895882086992,107.27361814760836,157.66473646772113,50.39111832011276,0.113375,-0.07425,46.09103848831973,101.5798516344329,153.89093269132553,52.31108105689264,0.12050000000000001,-0.081,45.68119744315692,97.81936682381367,151.16061463189237,53.34124780807872,0.12525,-0.08549999999999999,45.68119744315692,97.81936682381367,151.16061463189237,53.34124780807872,0.13,-0.09
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,54.71203173817696,146.33457122144245,172.27788760665248,25.94331638521002,0.0635,-0.03,48.78159723565362,130.87605560166952,168.8611616701752,37.98510606850567,0.0825,-0.05,44.78240703180728,110.52935153673704,159.63105968599052,49.10170814925348,0.10625000000000001,-0.07500000000000001,43.957605109174345,104.5022725579676,155.88159575482223,51.379323196854614,0.113375,-0.0825,43.24438899682493,98.54499682091273,151.70237000524787,53.15737318433515,0.12050000000000001,-0.09000000000000001,42.8202999497873,94.60908463339467,148.6775353128635,54.06845067946883,0.12525,-0.095,42.8202999497873,94.60908463339467,148.6775353128635,54.06845067946883,0.13,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,51.38954033403478,147.07039675417326,172.35327391956696,25.282877165393703,0.0605,-0.033,44.63753811293095,131.74636647876574,169.13930215788105,37.392935679115325,0.0775,-0.055,40.12316553712815,111.3525899683633,160.1064778733346,48.7538879049713,0.09875,-0.0825,39.197334704828314,105.29081568902579,156.3992727872435,51.10845709821768,0.105125,-0.09075,38.39837142566253,99.29626383504325,152.25573252531834,52.95946869027508,0.1115,-0.099,37.924031005390326,95.33535254244778,149.25165261351484,53.91630007106706,0.11574999999999999,-0.1045,37.924031005390326,95.33535254244778,149.25165261351484,53.91630007106706,0.12,-0.11
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,47.949854473278826,147.66787283370968,172.4079043813225,24.74003154761287,0.0575,-0.036,40.38931175997342,132.30635533428926,169.3131206031697,37.006765268880415,0.07250000000000001,-0.06,35.395137042507486,111.65849455219008,160.28090929711408,48.62241474492401,0.09125,-0.09,34.37843647638329,105.50585655223949,156.5390197930669,51.0331632408274,0.09687499999999999,-0.09899999999999999,33.50330116024104,99.41929734778779,152.34562673916588,52.92632939137809,0.10250000000000001,-0.108,32.98474840268282,95.3969161884204,149.29998552128774,53.90306933286732,0.10625,-0.11399999999999999,32.98474840268282,95.3969161884204,149.29998552128774,53.90306933286732,0.11,-0.12
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,44.412629436866155,148.1229099238096,172.44548190697088,24.32257198316128,0.05450000000000001,-0.039,36.08092418666069,132.54784078496206,169.3868285522429,36.838987767280834,0.0675,-0.065,30.661733208571803,111.4398465543368,160.15635580369536,48.716509249358566,0.08375,-0.0975,29.568295552051268,105.14199939568113,156.3022049560191,51.16020556033796,0.08862500000000001,-0.10725,28.629935587603413,98.9109320860719,151.97286387558177,53.061931789509856,0.0935,-0.117,28.075177733384912,94.79219963645286,148.82297242729513,54.03077279084226,0.09675,-0.1235,28.075177733384912,94.79219963645286,148.82297242729513,54.03077279084226,0.1,-0.13
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,40.801586887647,148.43229801492356,172.46901340160431,24.036715386680783,0.051500000000000004,-0.042,31.760299703897864,132.46724556316585,169.3623124576634,36.89506689449756,0.0625,-0.07,25.986795644357265,110.70181521644601,159.73138178992644,49.02956657348045,0.07625,-0.10500000000000001,24.83357219104574,104.20834198593727,155.68652338822795,51.478181402290694,0.080375,-0.1155,23.847185357503378,97.78411344138229,151.13411198558083,53.349998544198556,0.08449999999999999,-0.12600000000000003,23.265477106668314,93.5364398602718,147.81631651344264,54.279876653170824,0.08725,-0.133,23.265477106668314,93.5364398602718,147.81631651344264,54.279876653170824,0.09,-0.14
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,39.108112177135865,149.685927562549,172.54726537651908,22.86133781397004,0.0485,-0.042,29.400660663479428,134.42974655107736,169.9352953487243,35.50554879764699,0.0575,-0.07,23.2152514937372,113.2545947253676,161.1715170166445,47.9169222912769,0.06875,-0.10500000000000001,21.983082623625066,106.89123615462867,157.42471549113992,50.53347933651123,0.072125,-0.1155,20.930308912105914,100.58971509559598,153.19055959436142,52.60084449876543,0.07550000000000001,-0.12600000000000003,20.309978350620064,96.42436746022145,150.09895064302094,53.67458318279948,0.07775,-0.133,20.309978350620064,96.42436746022145,150.09895064302094,53.67458318279948,0.08,-0.14
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,37.29061004263853,150.88890707246816,172.5957218321178,21.70681475964965,0.045500000000000006,-0.042,26.86989764584402,136.28242417119347,170.42981131726646,34.14738714607301,0.052500000000000005,-0.07,20.256437163529256,115.63107445624641,162.43719255819119,46.80611810194477,0.061250000000000006,-0.10500000000000001,18.943923400601555,109.376909014947,158.95079883600846,49.57388982106146,0.063875,-0.1155,17.82409638425326,103.17490141821959,154.99154855896552,51.81664714074591,0.0665,-0.12600000000000003,17.164985057331933,99.07452283419813,152.09320019358185,53.01867735938371,0.06825,-0.133,17.164985057331933,99.07452283419813,152.09320019358185,53.01867735938371,0.07,-0.14
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,35.33902432445145,152.03811881202466,172.61652511102295,20.578406298998313,0.0425,-0.042,24.15969454566943,138.01387349564402,170.8504536321738,32.83658013652979,0.0475,-0.07,17.108122870801772,117.80828585373516,163.53374993444942,45.72546408071426,0.05375,-0.10500000000000001,15.71554670496424,111.64020966346098,160.27051684755497,48.630307184094,0.055624999999999994,-0.1155,14.529547455784794,105.51334927776377,156.5438780260696,51.03052874830582,0.057499999999999996,-0.12600000000000003,13.832453385400996,101.46048204633827,153.8071950362562,52.34671298991789,0.05875,-0.133,13.832453385400996,101.46048204633827,153.8071950362562,52.34671298991789,0.06,-0.14
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,33.2430116900918,153.13040422385166,172.61210545364958,19.481701229797938,0.0395,-0.042,21.26373169437742,139.61275361576276,171.20249376448447,31.58974014872175,0.0425,-0.07,13.772348811364694,119.76294328557779,164.4671995165266,44.7042562309488,0.04625,-0.10500000000000001,12.302122220269908,113.65536261061905,161.39001188093889,47.73464927031984,0.047375,-0.1155,11.052745212649384,107.57769172304523,157.85423556784272,50.27654384479749,0.0485,-0.12600000000000003,10.31962906797311,103.55440740360625,155.24841210908772,51.69400470548148,0.04925,-0.133,10.31962906797311,103.55440740360625,155.24841210908772,51.69400470548148,0.05,-0.14
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,37.45904399010462,153.11695323688338,172.6123079372031,19.495354700319748,0.0425,-0.039,26.158185439808328,140.42726548318583,171.36812517575112,30.940859692565287,0.0475,-0.065,18.86715946951461,121.82986645568852,165.4019652631758,43.57209880748729,0.05375,-0.0975,17.4134227414632,116.07910264212619,162.66775159929432,46.588648957168125,0.055624999999999994,-0.10725,16.17194736584206,110.34316439443501,159.52232287894984,49.179158484514836,0.057499999999999996,-0.117,15.44083021726145,106.5407813507497,157.20304991017247,50.662268559422756,0.05875,-0.1235,15.44083021726145,106.5407813507497,157.20304991017247,50.662268559422756,0.06,-0.13
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,35.36493633573064,154.2311659388819,172.5825945045021,18.35142856562022,0.0395,-0.039,23.17851165939274,142.0878253545164,171.67648717352301,29.588661819006603,0.0425,-0.065,15.37774386134916,123.91235089936063,166.28952694520552,42.377176045844905,0.04625,-0.0975,13.832243326468301,118.2387174781639,163.74343936594775,45.504721887783845,0.047375,-0.10725,12.515469473806604,112.56484374349233,160.79065522507454,48.225811481582205,0.0485,-0.117,11.74139297948281,108.79813717476955,158.6026595355309,49.80452236076137,0.04925,-0.1235,11.74139297948281,108.79813717476955,158.6026595355309,49.80452236076137,0.05,-0.13
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,39.73343833057549,154.135141410764,172.58620340795858,18.45106199719459,0.0425,-0.036,28.36748538486153,142.7453687749445,171.78750799334153,29.04213921839704,0.0475,-0.06,20.846587412148594,125.79143420871449,167.04368454570823,41.252250336993754,0.05375,-0.09,19.330268611391993,120.47847800062208,164.79687553524423,44.318397534622136,0.055624999999999994,-0.09899999999999999,18.031167871251554,115.15202921690215,162.18785100384727,47.03582178694511,0.057499999999999996,-0.108,17.264354649013185,111.60945432199642,160.25302694663145,48.643572624635034,0.05875,-0.11399999999999999,17.264354649013185,111.60945432199642,160.25302694663145,48.643572624635034,0.06,-0.12
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,37.65419551340662,155.27122077481815,172.5303814518134,17.259160676995286,0.0395,-0.036,25.3112134396332,144.4679514812722,172.04770213222653,27.57975065095434,0.0425,-0.06,17.198127948509125,128.0082469820381,167.8762893724359,39.86804239039782,0.04625,-0.09,15.572762978069122,122.79310496770125,165.8192643885704,43.02615942086913,0.047375,-0.09899999999999999,14.183612240209783,117.54648075278149,163.4050643948034,45.85858364202189,0.0485,-0.108,13.365191570585026,114.04928884685211,161.60277578673924,47.55348693988716,0.04925,-0.11399999999999999,13.365191570585026,114.04928884685211,161.60277578673924,47.55348693988716,0.05,-0.12
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,42.171712165387085,155.0894379106691,172.54126869756962,17.451830786900537,0.0425,-0.033,30.815083874881587,144.9548561101507,172.11303064252252,27.15817453237184,0.0475,-0.055,23.084852928734975,129.66442695876904,168.45781267191762,38.793385713148595,0.05375,-0.0825,21.506117298303472,124.80921855557283,166.65500972663864,41.84579117106581,0.055624999999999994,-0.09075,20.148366032000972,119.91344752489448,164.5370777038105,44.62363017891603,0.057499999999999996,-0.099,19.34473621267034,116.64368873187435,162.95466617050755,46.310977438633216,0.05875,-0.1045,19.34473621267034,116.64368873187435,162.95466617050755,46.310977438633216,0.06,-0.11
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,40.12316553712815,156.24723020840273,172.45870710367637,16.211476895273663,0.0395,-0.033,27.694240466689173,146.73960404407865,172.32048066857413,25.58087662449551,0.0425,-0.055,19.27525427725258,132.02075590191774,169.22497641303696,37.20422051111922,0.04625,-0.0825,17.56629547449981,127.28789529658167,167.61252827167272,40.32463297509104,0.047375,-0.09075,16.100186898816524,122.49465953087137,165.6912151848337,43.19655565396234,0.0485,-0.099,15.234120520146078,119.28380615621779,164.24284088152194,44.959034725304164,0.04925,-0.1045,15.234120520146078,119.28380615621779,164.24284088152194,44.959034725304164,0.05,-0.11
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,42.783559526465396,157.15577387382257,172.37117029265912,15.215396418836562,0.0395,-0.03,30.364536573097354,148.88893807072049,172.50071989818503,23.611781827464526,0.0425,-0.05,21.660751096636595,135.91506306162432,170.3353770806459,34.42031401902158,0.04625,-0.07500000000000001,19.86627047869299,131.6846147110983,169.11988750242256,37.43527279132425,0.047375,-0.0825,18.319734161971148,127.3703297699551,167.6430439721566,40.27271420220147,0.0485,-0.09000000000000001,17.40317416424333,124.46429557945645,166.51564489413622,42.05134931467977,0.04925,-0.095,17.40317416424333,124.46429557945645,166.51564489413622,42.05134931467977,0.05,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,44.78240703180729,155.97655314561763,172.48085432008565,16.504301174467997,0.0425,-0.03,33.53119928561417,147.04208928209687,172.3505382327316,25.308448950634734,0.0475,-0.05,25.62790729142091,133.41552229326874,169.64543717940398,36.22991488613525,0.05375,-0.07500000000000001,23.989520092996408,129.03479191376846,168.24083003518243,39.20603812141396,0.055624999999999994,-0.0825,22.574057134572506,124.59054560785347,166.56682903798713,41.97628343013367,0.057499999999999996,-0.09000000000000001,21.73351915341629,121.60825263939863,165.30430883112695,43.69605619172831,0.05875,-0.095,21.73351915341629,121.60825263939863,165.30430883112695,43.69605619172831,0.06,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,46.60151153201276,154.74165485162843,172.56000051929024,17.818345667661838,0.045500000000000006,-0.03,36.39718102729638,145.05268893688526,172.12571187649377,27.0730229396085,0.052500000000000005,-0.05,29.23736711340154,130.65539934265084,168.78910085725866,38.133701514607836,0.061250000000000006,-0.07500000000000001,27.748556266736074,126.09080680922816,167.15973901479168,41.06893220556353,0.063875,-0.0825,26.460283323179972,121.48397142797106,165.24927318688674,43.7653017589157,0.0665,-0.09000000000000001,25.694262141182243,118.40404372047911,163.82335831239078,45.4193145919117,0.06825,-0.095,25.694262141182243,118.40404372047911,163.82335831239078,45.4193145919117,0.07,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,48.26085920418484,153.45422455593933,172.60609253429863,19.15186797835928,0.0485,-0.03,38.99091309842978,142.93448517976842,171.81825501236534,28.883769832596922,0.0575,-0.05,32.51044707800084,127.67082950998447,167.75355747932986,40.0827279693454,0.06875,-0.07500000000000001,31.161332065164785,122.8961500214364,165.86321673081886,42.96706670938246,0.072125,-0.0825,29.992913572894103,118.10112678524462,163.67666487866046,45.57553809341583,0.07550000000000001,-0.09000000000000001,29.29761660302492,114.90653430559513,162.05894054849466,47.15240624289954,0.07775,-0.095,29.29761660302492,114.90653430559513,162.05894054849466,47.15240624289954,0.08,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,49.77816173293736,152.11732335623668,172.61701132996023,20.499687973723557,0.051500000000000004,-0.03,41.340191745909905,140.70106931485694,171.42169536687865,30.72062605202171,0.0625,-0.05,35.47350805873492,124.49703628035573,166.52893780812315,42.03190152776741,0.07625,-0.07500000000000001,34.25251497221524,119.49274411990893,164.34103255090486,44.84828843099592,0.080375,-0.0825,33.19471347848682,114.49006995209193,161.83849809617737,47.34842814408544,0.08449999999999999,-0.09000000000000001,32.565020967450515,111.16740703714215,160.00029771508343,48.83289067794126,0.08725,-0.095,32.565020967450515,111.16740703714215,160.00029771508343,48.83289067794126,0.09,-0.1
80.0,163.6495484174921,171.03985026429626,7.390301846804171,0.035,0,51.16903168760963,150.7339550521673,172.59098547551497,21.857030423347673,0.05450000000000001,-0.03,43.47114463301483,138.3657835406911,170.93096494923918,32.565181408548085,0.0675,-0.05,38.15484286479197,121.1672981976927,165.10816361609406,43.94086541840135,0.08375,-0.07500000000000001,37.049886937551655,115.91948062469791,162.58590096749478,46.666420342796854,0.08862500000000001,-0.0825,36.092702535659754,110.69447636022053,159.72712060998978,49.032644249769255,0.0935,-0.09000000000000001,35.52289350948504,107.2329255947938,157.63928492471308,50.40635932991927,0.09675,-0.095,35.52289350948504,107.2329255947938,157.63928492471308,50.40635932991927,0.1,-0.1
