x,y,z,t0,t1,t2,t3,xc_px,yc_px,xc,yc,diagonal,xe,ye
0.09,0.11,0.12,130.71059313749964,103.3776328317195,155.12900328134117,51.75137044962168,31.0,129.0,0.25074626865671645,0.2852173913043478,86.20904824900923,0.7492333901192505,0.7163568773234201
0.08,0.11,0.12,133.9726266148964,106.98322596997389,157.48263263254333,50.49940666256946,15.0,127.0,0.2029850746268657,0.288695652173913,79.63039620647382,0.7965928449744464,0.7130111524163569
0.07,0.11,0.12,137.52880770915152,110.33228740803456,159.51595664743394,49.18366923939941,3.0,121.0,0.16716417910447764,0.2991304347826087,79.42921376924235,0.8316865417376491,0.7029739776951673
0.07,0.12,0.12,139.74356283647074,105.26283824054433,156.3810463850317,51.11820814448741,2.0,136.0,0.16417910447761197,0.27304347826086955,86.83317338436964,0.8347529812606475,0.7289962825278811
0.08,0.12,0.12,136.30993247402023,102.1486369439698,154.28731058245563,52.13867363848584,12.0,142.0,0.1940298507462687,0.26260869565217393,77.46612162745726,0.8057921635434413,0.7390334572490707
0.09,0.12,0.12,133.13010235415598,98.77760954436248,151.87452426188213,53.09691471751963,25.0,146.0,0.2328358208955224,0.25565217391304346,76.6550715869472,0.7676320272572402,0.745724907063197
0.1,0.12,0.12,130.19442890773482,95.18431288599794,149.13285255025232,53.948539664254376,37.0,152.0,0.2686567164179105,0.24521739130434778,76.23647421018367,0.7325383304940375,0.7557620817843866
0.11,0.11,0.12,125.0,95.5546366515404,149.42357256751137,53.86893591597097,56.0,138.0,0.32537313432835824,0.26956521739130435,86.09297300012354,0.6759795570698467,0.7314126394052045
0.12,0.1,0.12,119.8055710922652,95.18431288599794,149.13285255025232,53.948539664254376,72.0,126.0,0.37313432835820903,0.29043478260869565,85.15867542417507,0.6286201022146508,0.7104089219330856
0.13,0.09,0.12,114.69515353123396,94.08380395514152,148.2577740429466,54.17397008780505,86.0,112.0,0.4149253731343284,0.31478260869565217,75.96051605933177,0.5873935264054515,0.6860594795539033
0.13,0.08,0.12,111.6075022462489,97.24366133222938,150.7256931098296,53.482031777600206,86.0,105.0,0.4149253731343284,0.3269565217391304,77.4919350642375,0.5873935264054515,0.6734200743494424
0.13,0.07,0.12,108.30075576600638,100.14660790798168,152.87285289520293,52.72624498722122,86.0,92.0,0.4149253731343284,0.3495652173913043,78.18567643756751,0.5873935264054515,0.6507434944237919
0.13,0.06,0.12,104.77514056883192,102.76044112817608,154.70883321324737,51.94839208507127,88.0,79.0,0.4208955223880598,0.37217391304347824,76.96752561957543,0.5812606473594548,0.6280669144981412
0.13,0.05,0.12,101.03751102542182,105.05080683913772,156.24257846284698,51.19177162370925,86.0,60.0,0.4149253731343284,0.4052173913043478,77.17512552629896,0.5873935264054515,0.5953531598513011
0.13,0.04,0.12,97.10272896905238,106.98322596997389,157.48263263254333,50.49940666256946,85.0,53.0,0.4119402985074627,0.41739130434782606,76.8505042273634,0.5904599659284497,0.5827137546468402
0.13,0.03,0.12,92.9946167919165,108.5252951310455,158.43702908303507,49.91173395198957,88.0,34.0,0.4208955223880598,0.4504347826086956,76.69419795525604,0.5812606473594548,0.55
0.13,0.02,0.12,88.7461622625552,109.648906282437,159.11290525938568,49.463998976948666,87.0,21.0,0.41791044776119407,0.47304347826086957,86.31338250816034,0.5843270868824532,0.5273234200743495
0.13,0.01,0.12,84.39870535499553,110.33228740803456,159.51595664743394,49.18366923939941,87.0,11.0,0.41791044776119407,0.49043478260869566,76.48529270389177,0.5843270868824532,0.5096654275092937
0.13,0.0,0.12,80.0,110.56165427596392,159.6498794523689,49.08822517640501,88.0,2.0,0.4208955223880598,0.5060869565217391,76.60939890117922,0.5812606473594548,0.49368029739776953
0.13,-0.01,0.12,75.60129464500447,110.33228740803456,159.51595664743394,49.18366923939941,86.0,-6.0,0.4149253731343284,0.52,84.62860036654276,0.5873935264054515,0.479368029739777
0.13,-0.02,0.12,71.2538377374448,109.648906282437,159.11290525938568,49.463998976948666,85.0,-22.0,0.4119402985074627,0.5478260869565217,84.59905436823747,0.5904599659284497,0.4516728624535316
0.13,-0.03,0.12,67.0053832080835,108.5252951310455,158.43702908303507,49.91173395198957,86.0,-36.0,0.4149253731343284,0.5721739130434782,75.96051605933177,0.5873935264054515,0.4273234200743494
0.13,-0.04,0.12,62.89727103094762,106.98322596997389,157.48263263254333,50.49940666256946,91.0,-46.0,0.42985074626865677,0.5895652173913043,74.63243262818116,0.57206132879046,0.4096654275092937
0.13,-0.05,0.12,58.96248897457818,105.05080683913772,156.24257846284698,51.19177162370925,87.0,-61.0,0.41791044776119407,0.6156521739130435,76.48529270389177,0.5843270868824532,0.3836431226765799
0.13,-0.06,0.12,55.224859431168085,102.76044112817608,154.70883321324737,51.94839208507127,93.0,-70.0,0.4358208955223881,0.6313043478260869,75.95393340703298,0.5659284497444634,0.36765799256505577
0.13,-0.07,0.12,51.699244233993625,100.14660790798168,152.87285289520293,52.72624498722122,90.0,-87.0,0.4268656716417911,0.6608695652173913,76.16429609731846,0.5751277683134582,0.3382899628252788
0.13,-0.08,0.12,48.3924977537511,97.24366133222938,150.7256931098296,53.482031777600206,92.0,-101.0,0.4328358208955224,0.6852173913043478,77.0,0.5689948892674617,0.31394052044609666
0.13,-0.09,0.12,45.30484646876603,94.08380395514152,148.2577740429466,54.17397008780505,94.0,-113.0,0.43880597014925377,0.7060869565217391,76.10519036176179,0.5628620102214652,0.29293680297397773
0.13,-0.1,0.12,42.4314079711725,90.69532313946664,145.4582624774506,54.76293933798397,95.0,-129.0,0.44179104477611947,0.7339130434782608,75.4254598925323,0.5597955706984667,0.2652416356877323
0.12,-0.11,0.12,37.48955292199916,91.39716985465594,146.0511983670063,54.65402851235038,80.0,-142.0,0.3970149253731344,0.7565217391304347,76.48529270389177,0.6040885860306644,0.2425650557620818
0.11,-0.12,0.12,32.510447078000844,91.39716985465594,146.0511983670063,54.65402851235038,65.0,-155.0,0.3522388059701493,0.7791304347826087,77.79460135510689,0.648381601362862,0.21988847583643123
0.1,-0.13,0.12,27.56859202882749,90.69532313946664,145.4582624774506,54.76293933798397,46.0,-168.0,0.29552238805970155,0.8017391304347826,78.29431652425353,0.7049403747870528,0.19721189591078064
0.09,-0.14,0.12,22.7352262721076,89.30875964113709,144.2666903041677,54.95793066303061,30.0,-182.0,0.2477611940298508,0.826086956521739,78.54934754662193,0.7522998296422487,0.17286245353159851
0.08,-0.14,0.12,19.74488129694221,92.28288469075476,146.78969941542863,54.50681472467387,13.0,-183.0,0.19701492537313436,0.8278260869565217,81.02468759581859,0.802725724020443,0.17118959107806686
0.07,-0.14,0.12,16.56505117707799,94.99981352443632,148.98730937395703,53.98749584952071,-3.0,-183.0,0.1492537313432836,0.8278260869565217,81.68843247363729,0.850085178875639,0.17118959107806686
0.06,-0.14,0.12,13.198590513648185,97.43368320999473,150.8697462877992,53.43606307780449,-18.0,-175.0,0.10447761194029853,0.8139130434782609,82.07313811473277,0.8943781942078365,0.1845724907063197
0.05,-0.14,0.12,9.653824058053305,99.55673522845954,152.44580322609056,52.889067997631024,-29.0,-172.0,0.07164179104477612,0.808695652173913,81.39410298049853,0.926405451448041,0.18959107806691444
0.06,-0.13,0.12,14.775140568831915,102.76044112817608,154.70883321324737,51.94839208507127,-16.0,-160.0,0.11044776119402988,0.7878260869565217,79.98124780221924,0.8882453151618399,0.21059479553903349
0.05,-0.13,0.12,11.037511025421807,105.05080683913772,156.24257846284698,51.19177162370925,-24.0,-152.0,0.0865671641791045,0.7739130434782608,82.73451516749222,0.9110732538330495,0.22397769516728622
0.06,-0.12,0.12,16.56505117707799,108.08108375954072,158.165291207637,50.084207448096286,-12.0,-139.0,0.12238805970149255,0.7513043478260869,81.83520025025906,0.8759795570698468,0.2466542750929368
0.05,-0.12,0.12,12.61986494804043,110.56165427596392,159.6498794523689,49.08822517640501,-23.0,-137.0,0.08955223880597017,0.7478260869565218,80.65977932030313,0.9080068143100511,0.24999999999999997
0.06,-0.11,0.12,18.61045966596521,113.3781308978084,161.23908684547888,47.86095594767048,-12.0,-123.0,0.12238805970149255,0.7234782608695652,81.40024569987489,0.8759795570698468,0.27434944237918213
0.05,-0.11,0.12,14.443954780416531,116.07086228602692,162.6635340415101,46.59267175548318,-23.0,-116.0,0.08955223880597017,0.711304347826087,82.97590011563598,0.9080068143100511,0.2860594795539033
0.05,-0.1,0.12,16.56505117707799,121.54446694984355,165.2760867370148,43.73161978717124,-19.0,-102.0,0.10149253731343286,0.6869565217391305,80.60397012554654,0.895741056218058,0.31040892193308545
0.06,-0.1,0.12,20.96375653207352,118.61961415120756,163.92704753857686,45.30743338736932,-4.0,-115.0,0.14626865671641792,0.7095652173913043,77.6659513557904,0.8514480408858603,0.2886617100371747
0.07,-0.1,0.12,24.992020198558663,115.32537028508844,162.27841132779272,46.953041042704285,8.0,-116.0,0.182089552238806,0.711304347826087,77.02596964660685,0.8163543441226576,0.28698884758364307
0.08,-0.1,0.12,28.659808254090088,111.720576938281,160.31616249362438,48.59558555534336,24.0,-120.0,0.22985074626865676,0.7182608695652174,76.55716818169282,0.7689948892674617,0.2802973977695167
0.09,-0.1,0.12,31.987212495816657,107.8600756956438,158.0291339974189,50.16905830177512,39.0,-120.0,0.27462686567164185,0.7182608695652174,76.21679604916491,0.7247018739352641,0.2802973977695167
0.1,-0.1,0.12,35.0,103.7921505444392,155.40834861469415,51.616198070254974,52.0,-119.0,0.31343283582089554,0.7165217391304348,76.15773105863909,0.686541737649063,0.28197026022304833
0.09,-0.11,0.12,29.28940686250036,103.3776328317195,155.12900328134117,51.75137044962168,36.0,-132.0,0.2656716417910448,0.7391304347826086,75.76938695805846,0.733901192504259,0.25929368029739774
0.08,-0.11,0.12,26.02737338510361,106.98322596997389,157.48263263254333,50.49940666256946,23.0,-129.0,0.22686567164179106,0.7339130434782608,79.62411694957753,0.7720613287904601,0.26431226765799254
0.07,-0.11,0.12,22.47119229084849,110.33228740803456,159.51595664743394,49.18366923939941,7.0,-126.0,0.17910447761194032,0.728695652173913,81.12336284942828,0.819420783645656,0.2693308550185874
0.07,-0.12,0.12,20.25643716352927,105.26283824054433,156.3810463850317,51.11820814448741,12.0,-144.0,0.1940298507462687,0.76,76.8505042273634,0.8040885860306645,0.2382899628252788
0.08,-0.12,0.12,23.690067525979785,102.1486369439698,154.28731058245563,52.13867363848584,22.0,-144.0,0.2238805970149254,0.76,78.29431652425353,0.7751277683134583,0.2382899628252788
0.09,-0.12,0.12,26.86989764584402,98.77760954436248,151.87452426188213,53.09691471751963,37.0,-147.0,0.2686567164179105,0.7652173913043478,77.87810988975015,0.7308347529812607,0.23327137546468402
0.1,-0.12,0.12,29.80557109226519,95.18431288599794,149.13285255025232,53.948539664254376,51.0,-150.0,0.3104477611940299,0.7704347826086957,76.89603370785778,0.6896081771720614,0.22825278810408917
0.11,-0.11,0.12,35.0,95.5546366515404,149.42357256751137,53.86893591597097,71.0,-135.0,0.37014925373134333,0.7443478260869565,75.92759709091287,0.6299829642248723,0.25427509293680295
0.12,-0.1,0.12,40.1944289077348,95.18431288599794,149.13285255025232,53.948539664254376,82.0,-124.0,0.4029850746268657,0.7252173913043478,76.79192665899195,0.5979557069846678,0.2736059479553903
0.12,-0.09,0.12,43.13010235415598,98.77760954436248,151.87452426188213,53.09691471751963,81.0,-113.0,0.4,0.7060869565217391,79.22752047110903,0.6010221465076662,0.29293680297397773
0.12,-0.08,0.12,46.30993247402021,102.1486369439698,154.28731058245563,52.13867363848584,77.0,-97.0,0.3880597014925373,0.6782608695652174,78.00640999302557,0.6132879045996593,0.32063197026022305
0.12,-0.07,0.12,49.74356283647073,105.26283824054433,156.3810463850317,51.11820814448741,76.0,-84.0,0.38507462686567173,0.6556521739130434,77.10382610480494,0.6163543441226575,0.3433085501858736
0.12,-0.06,0.12,53.43494882292201,108.08108375954072,158.165291207637,50.084207448096286,72.0,-76.0,0.37313432835820903,0.6417391304347826,77.23341245859851,0.6286201022146508,0.3576208178438661
0.12,-0.05,0.12,57.38013505195957,110.56165427596392,159.6498794523689,49.08822517640501,73.0,-62.0,0.3761194029850747,0.6173913043478261,77.10382610480494,0.6255536626916525,0.3819702602230483
0.12,-0.04,0.12,61.56505117707799,112.66261880705817,160.84501499283402,48.18239618577587,72.0,-50.0,0.37313432835820903,0.5965217391304347,77.3692445355388,0.6286201022146508,0.4029739776951673
0.12,-0.03,0.12,65.96375653207352,114.3444850315014,161.76091583812632,47.41643080662492,71.0,-38.0,0.37014925373134333,0.5756521739130435,77.79460135510689,0.6316865417376492,0.42397769516728623
0.12,-0.02,0.12,70.53767779197437,115.57291870009966,162.40707821881256,46.83415951871289,71.0,-27.0,0.37014925373134333,0.5565217391304348,77.07788269017254,0.6316865417376492,0.4433085501858736
0.12,-0.01,0.12,75.23635830927383,116.32127325085426,162.79131414791703,46.47004089706277,70.0,-12.0,0.36716417910447763,0.5304347826086956,86.28441342444185,0.6347529812606474,0.4693308550185874
0.12,0.0,0.12,80.0,116.5726543201047,162.918789672034,46.3461353519293,72.0,-2.0,0.37313432835820903,0.5130434782608696,76.60939890117922,0.6286201022146508,0.48698884758364314
0.12,0.01,0.12,84.76364169072617,116.32127325085426,162.79131414791703,46.47004089706277,71.0,9.0,0.37014925373134333,0.49391304347826087,86.55634003352961,0.6316865417376492,0.5063197026022305
0.12,0.02,0.12,89.46232220802563,115.57291870009966,162.40707821881256,46.83415951871289,69.0,19.0,0.364179104477612,0.4765217391304348,86.31338250816034,0.6378194207836457,0.5239776951672863
0.12,0.03,0.12,94.03624346792648,114.3444850315014,161.76091583812632,47.41643080662492,74.0,39.0,0.3791044776119403,0.44173913043478263,75.8023746329889,0.6224872231686542,0.558364312267658
0.12,0.04,0.12,98.434948822922,112.66261880705817,160.84501499283402,48.18239618577587,72.0,49.0,0.37313432835820903,0.42434782608695654,76.8505042273634,0.6286201022146508,0.5760223048327138
0.12,0.05,0.12,102.61986494804044,110.56165427596392,159.6498794523689,49.08822517640501,74.0,54.0,0.3791044776119403,0.4156521739130435,76.15773105863909,0.6224872231686542,0.5853159851301115
0.12,0.06,0.12,106.565051177078,108.08108375954072,158.165291207637,50.084207448096286,71.0,66.0,0.37014925373134333,0.3947826086956522,86.4060183089118,0.6316865417376492,0.6063197026022304
0.12,0.07,0.12,110.25643716352928,105.26283824054433,156.3810463850317,51.11820814448741,70.0,82.0,0.36716417910447763,0.3669565217391304,86.33075929238663,0.6347529812606474,0.6340148698884759
0.12,0.08,0.12,113.6900675259798,102.1486369439698,154.28731058245563,52.13867363848584,75.0,93.0,0.38208955223880603,0.34782608695652173,76.53757247260981,0.6194207836456559,0.6533457249070632
0.12,0.09,0.12,116.86989764584402,98.77760954436248,151.87452426188213,53.09691471751963,72.0,110.0,0.37313432835820903,0.3182608695652174,85.70297544426332,0.6286201022146508,0.6827137546468401
0.11,0.1,0.12,122.27368900609376,99.55673522845954,152.44580322609056,52.889067997631024,56.0,127.0,0.32537313432835824,0.288695652173913,75.32595834106593,0.6759795570698467,0.7120817843866172
0.1,0.11,0.12,127.72631099390628,99.55673522845954,152.44580322609056,52.889067997631024,42.0,136.0,0.28358208955223885,0.27304347826086955,86.09297300012354,0.717206132879046,0.7280669144981413
0.11,0.09,0.12,119.28940686250036,103.3776328317195,155.12900328134117,51.75137044962168,55.0,112.0,0.3223880597014926,0.31478260869565217,76.79192665899195,0.679045996592845,0.6860594795539033
0.11,0.08,0.12,116.0273733851036,106.98322596997389,157.48263263254333,50.49940666256946,57.0,97.0,0.32835820895522394,0.3408695652173913,88.64536084872124,0.6729131175468485,0.6600371747211896
0.11,0.07,0.12,112.47119229084848,110.33228740803456,159.51595664743394,49.18366923939941,52.0,85.0,0.31343283582089554,0.36173913043478256,86.58521813797087,0.68824531516184,0.6390334572490707
0.11,0.06,0.12,108.6104596659652,113.3781308978084,161.23908684547888,47.86095594767048,55.0,70.0,0.3223880597014926,0.3878260869565217,86.64871608973787,0.679045996592845,0.613011152416357
0.11,0.05,0.12,104.44395478041652,116.07086228602692,162.6635340415101,46.59267175548318,50.0,57.0,0.30746268656716425,0.41043478260869565,77.87810988975015,0.6943781942078365,0.5903345724907063
