x,y,z,t0,t1,t2,t3,xc_px,yc_px,xc,yc,diagonal
0.14,-0.12,0.12,39.398705354995535,79.0406995289464,134.60271324166598,55.56201371271956,114.0,-160.0,2.052,2.88,79.76214641043707
0.15,-0.11,0.12,43.74616226255521,78.11049018055616,133.6538000853714,55.54330990481523,130.0,-145.0,2.34,2.61,79.1012010022604
0.16,-0.1,0.12,47.994616791916506,76.57405280956132,132.05973324379266,55.48568043423134,143.0,-133.0,2.574,2.394,76.00657866263946
0.16,-0.09,0.12,50.64224645720873,79.50832530726561,135.07512834163586,55.566803034370245,143.0,-117.0,2.574,2.106,78.31347265956222
0.16,-0.08,0.12,53.43494882292201,82.19302892489164,137.72759367742165,55.53456475253002,143.0,-106.0,2.574,1.908,78.5175139698144
0.16,-0.07,0.12,56.37062226934319,84.61712771296452,140.03522620892144,55.418098495956926,140.0,-92.0,2.52,1.656,77.10382610480494
0.16,-0.06,0.12,59.44395478041653,86.76615186515883,142.01181052023685,55.24565865507803,141.0,-77.0,2.538,1.386,76.15773105863909
0.16,-0.05,0.12,62.64597536373868,88.62367714064925,143.66804214062938,55.044364999980125,140.0,-67.0,2.52,1.206,76.24303246854758
0.16,-0.04,0.12,65.96375653207352,90.17273599040084,145.01231472835664,54.8395787379558,136.0,-53.0,2.448,0.954,75.02666192761077
0.16,-0.03,0.12,69.38034472384487,91.39716985465594,146.0511983670063,54.65402851235038,138.0,-34.0,2.484,0.612,76.48529270389177
0.16,-0.02,0.12,72.8749836510982,92.28288469075476,146.78969941542863,54.50681472467387,138.0,-25.0,2.484,0.45,77.41446893184762
0.16,-0.01,0.12,76.42366562500266,92.81894361856295,147.23137468669245,54.41243106812949,138.0,-7.0,2.484,0.126,76.27581530209953
0.16,0.0,0.12,80.0,92.99842032709915,147.3783616969967,54.37994136989753,138.0,3.0,2.484,-0.054,77.20103626247513
0.16,0.01,0.12,83.57633437499734,92.81894361856295,147.23137468669245,54.41243106812949,137.0,15.0,2.466,-0.27,77.23341245859851
0.16,0.02,0.12,87.1250163489018,92.28288469075476,146.78969941542863,54.50681472467387,134.0,30.0,2.412,-0.54,77.07788269017254
0.16,0.03,0.12,90.61965527615511,91.39716985465594,146.0511983670063,54.65402851235038,131.0,40.0,2.358,-0.72,85.7962703152066
0.16,0.04,0.12,94.03624346792648,90.17273599040084,145.01231472835664,54.8395787379558,131.0,58.0,2.358,-1.044,75.0
0.16,0.05,0.12,97.35402463626131,88.62367714064925,143.66804214062938,55.044364999980125,132.0,72.0,2.376,-1.296,84.90583018850944
0.16,0.06,0.12,100.55604521958348,86.76615186515883,142.01181052023685,55.24565865507803,132.0,81.0,2.376,-1.458,75.8023746329889
0.16,0.07,0.12,103.6293777306568,84.61712771296452,140.03522620892144,55.418098495956926,132.0,96.0,2.376,-1.728,85.42833253669417
0.16,0.08,0.12,106.565051177078,82.19302892489164,137.72759367742165,55.53456475253002,133.0,111.0,2.394,-1.998,76.55716818169282
0.16,0.09,0.12,109.35775354279129,79.50832530726561,135.07512834163586,55.566803034370245,132.0,125.0,2.376,-2.25,76.32168761236873
0.16,0.1,0.12,112.00538320808349,76.57405280956132,132.05973324379266,55.48568043423134,129.0,143.0,2.322,-2.574,76.53757247260981
0.15,0.11,0.12,116.2538377374448,78.11049018055616,133.6538000853714,55.54330990481523,115.0,155.0,2.07,-2.79,77.87810988975015
0.14,0.12,0.12,120.60129464500446,79.0406995289464,134.60271324166598,55.56201371271956,98.0,167.0,1.764,-3.006,88.68483523128404
0.13,0.13,0.12,125.0,79.35225781502139,134.9178056429377,55.56554782791631,80.0,182.0,1.44,-3.276,79.05694150420949
0.12,0.14,0.12,129.39870535499554,79.0406995289464,134.60271324166598,55.56201371271956,64.0,192.0,1.152,-3.456,89.20201791439474
0.11,0.15,0.12,133.7461622625552,78.11049018055616,133.6538000853714,55.54330990481523,46.0,202.0,0.828,-3.636,89.94442728707543
0.1,0.16,0.12,137.99461679191648,76.57405280956132,132.05973324379266,55.48568043423134,36.0,214.0,0.648,-3.852,77.46612162745726
0.09,0.16,0.12,140.64224645720873,79.50832530726561,135.07512834163586,55.566803034370245,20.0,213.0,0.36,-3.834,79.81227975693966
0.08,0.16,0.12,143.43494882292202,82.19302892489164,137.72759367742165,55.53456475253002,2.0,211.0,0.036,-3.798,79.71198153351854
0.07,0.16,0.12,146.3706222693432,84.61712771296452,140.03522620892144,55.418098495956926,-12.0,206.0,-0.216,-3.708,78.92401408950256
0.08,0.15,0.12,141.92751306414704,87.26902978883984,142.46496844209707,55.19593865325725,11.0,190.0,0.198,-3.42,77.88452991448301
0.07,0.15,0.12,144.98310652189997,89.8261093982419,144.7144221506847,54.88831275244282,-7.0,189.0,-0.126,-3.402,88.02272433866155
0.08,0.14,0.12,140.25511870305778,92.28288469075476,146.78969941542863,54.50681472467387,10.0,176.0,0.18,-3.168,78.84795495128583
0.07,0.14,0.12,143.43494882292202,94.99981352443632,148.98730937395703,53.98749584952071,-5.0,174.0,-0.09,-3.132,89.19641248391103
0.08,0.13,0.12,138.39249775375112,97.24366133222938,150.7256931098296,53.482031777600206,8.0,161.0,0.144,-2.898,77.62087348130012
0.07,0.13,0.12,141.69924423399362,100.14660790798168,152.87285289520293,52.72624498722122,-3.0,156.0,-0.054,-2.808,79.40403012442127
0.09,0.13,0.12,135.30484646876604,94.08380395514152,148.2577740429466,54.17397008780505,24.0,160.0,0.432,-2.88,86.31338250816034
0.1,0.13,0.12,132.43140797117252,90.69532313946664,145.4582624774506,54.76293933798397,40.0,164.0,0.72,-2.952,86.46964785403026
0.11,0.12,0.12,127.48955292199916,91.39716985465594,146.0511983670063,54.65402851235038,58.0,152.0,1.044,-2.736,76.05918747922567
0.12,0.11,0.12,122.51044707800084,91.39716985465594,146.0511983670063,54.65402851235038,72.0,142.0,1.296,-2.556,76.4198926981712
0.13,0.1,0.12,117.5685920288275,90.69532313946664,145.4582624774506,54.76293933798397,85.0,129.0,1.53,-2.322,86.49277426467485
0.14,0.09,0.12,112.7352262721076,89.30875964113709,144.2666903041677,54.95793066303061,103.0,115.0,1.854,-2.07,84.77027781009096
0.14,0.08,0.12,109.74488129694222,92.28288469075476,146.78969941542863,54.50681472467387,105.0,105.0,1.89,-1.89,76.89603370785778
0.14,0.07,0.12,106.565051177078,94.99981352443632,148.98730937395703,53.98749584952071,108.0,90.0,1.944,-1.62,76.96752561957543
0.14,0.06,0.12,103.19859051364818,97.43368320999473,150.8697462877992,53.43606307780449,102.0,77.0,1.836,-1.386,86.31338250816034
0.14,0.05,0.12,99.65382405805332,99.55673522845954,152.44580322609056,52.889067997631024,104.0,63.0,1.872,-1.134,76.8505042273634
0.14,0.04,0.12,95.94539590092285,101.34106175399248,153.72323039629327,52.38216864230078,102.0,51.0,1.836,-0.918,77.42092740338364
0.14,0.03,0.12,92.0947570770121,102.76044112817608,154.70883321324737,51.94839208507127,104.0,38.0,1.872,-0.684,76.69419795525604
0.14,0.02,0.12,88.13010235415598,103.7921505444392,155.40834861469415,51.616198070254974,104.0,26.0,1.872,-0.468,77.07788269017254
0.14,0.01,0.12,84.08561677997487,104.4186094475126,155.8261878771608,51.40757842964821,101.0,17.0,1.818,-0.306,85.70297544426332
0.14,0.0,0.12,80.0,104.62869756798486,155.96514767111358,51.33645010312873,104.0,1.0,1.872,-0.018,76.40026177965623
0.14,-0.01,0.12,75.91438322002513,104.4186094475126,155.8261878771608,51.40757842964821,103.0,-13.0,1.854,0.234,76.8505042273634
0.14,-0.02,0.12,71.86989764584402,103.7921505444392,155.40834861469415,51.616198070254974,102.0,-28.0,1.836,0.504,76.92203845452875
0.14,-0.03,0.12,67.9052429229879,102.76044112817608,154.70883321324737,51.94839208507127,104.0,-41.0,1.872,0.738,76.32168761236873
0.14,-0.04,0.12,64.05460409907715,101.34106175399248,153.72323039629327,52.38216864230078,104.0,-49.0,1.872,0.882,75.27283706623525
0.14,-0.05,0.12,60.34617594194669,99.55673522845954,152.44580322609056,52.889067997631024,106.0,-63.0,1.908,1.134,83.43260753446461
0.14,-0.06,0.12,56.801409486351815,97.43368320999473,150.8697462877992,53.43606307780449,104.0,-78.0,1.872,1.404,76.11832893594026
0.14,-0.07,0.12,53.43494882292201,94.99981352443632,148.98730937395703,53.98749584952071,110.0,-88.0,1.98,1.584,84.5931439302264
0.14,-0.08,0.12,50.255118703057775,92.28288469075476,146.78969941542863,54.50681472467387,110.0,-103.0,1.98,1.854,75.1065909225016
0.14,-0.09,0.12,47.2647737278924,89.30875964113709,144.2666903041677,54.95793066303061,108.0,-118.0,1.944,2.124,75.0066663703967
0.14,-0.1,0.12,44.46232220802562,86.09980676955018,141.40587832411413,55.30607155456396,108.0,-132.0,1.944,2.376,76.23647421018367
0.13,-0.11,0.12,39.76364169072618,87.10110165024413,142.31403814814533,55.2129364979012,92.0,-147.0,1.656,2.646,77.10382610480494
0.12,-0.12,0.12,35.0,87.43726353453387,142.61577677772152,55.17851324318767,82.0,-156.0,1.476,2.808,76.90253571892151
0.11,-0.13,0.12,30.236358309273815,87.10110165024413,142.31403814814533,55.2129364979012,65.0,-170.0,1.17,3.06,77.4919350642375
0.1,-0.14,0.12,25.53767779197438,86.09980676955018,141.40587832411413,55.30607155456396,46.0,-184.0,0.828,3.312,78.26237921249263
0.09,-0.15,0.12,20.96375653207352,84.45374712679643,139.88229784182084,55.4285507150244,28.0,-201.0,0.504,3.618,78.77182237323191
0.08,-0.15,0.12,18.07248693585296,87.26902978883984,142.46496844209707,55.19593865325725,15.0,-198.0,0.27,3.564,81.8413098624405
0.07,-0.15,0.12,15.01689347810003,89.8261093982419,144.7144221506847,54.88831275244282,5.0,-195.0,0.09,3.51,79.64923100695951
0.05,-0.17,0.12,6.389540334034777,83.15599205880758,138.6542090297266,55.498216970918975,-32.0,-219.0,-0.576,3.942,80.15609770940699
0.06,-0.17,0.12,9.440034828176197,81.39694562718014,136.9516808202597,55.55473519307953,-11.0,-224.0,-0.198,4.032,79.90619500389191
0.07,-0.17,0.12,12.38013505195957,79.35225781502139,134.9178056429377,55.56554782791631,4.0,-225.0,0.072,4.05,80.05623023850174
0.08,-0.17,0.12,15.20112364547508,77.03324946481085,132.53964205659332,55.50639259178247,19.0,-228.0,0.342,4.104,79.81227975693966
0.09,-0.17,0.12,17.897271030947614,74.4489152435157,129.80005104602284,55.35113580250714,35.0,-232.0,0.63,4.176,79.88116173416608
0.1,-0.17,0.12,20.465544919459877,71.60434654383688,126.67602442541794,55.071677881581046,53.0,-234.0,0.954,4.212,78.03204469959762
0.11,-0.16,0.12,24.5085229876684,73.39618428915121,128.65713540683265,55.26095111768142,72.0,-220.0,1.296,3.96,80.52949770115296
0.12,-0.15,0.12,28.659808254090088,74.59980724353235,129.96259296272322,55.36278571919087,87.0,-207.0,1.566,3.726,78.77182237323191
0.13,-0.14,0.12,32.87890360333854,75.20470705383993,130.610979080891,55.406272027051074,102.0,-192.0,1.836,3.456,80.0812087820857
0.14,-0.13,0.12,37.12109639666146,75.20470705383993,130.610979080891,55.406272027051074,118.0,-176.0,2.124,3.168,79.2464510246358
0.15,-0.12,0.12,41.34019174590991,74.59980724353235,129.96259296272322,55.36278571919087,129.0,-164.0,2.322,2.952,78.40918313565064
0.16,-0.11,0.12,45.4914770123316,73.39618428915121,128.65713540683265,55.26095111768142,145.0,-149.0,2.61,2.682,78.02563681252464
0.17,-0.1,0.12,49.53445508054012,71.60434654383688,126.67602442541794,55.071677881581046,160.0,-135.0,2.88,2.43,76.10519036176179
0.17,-0.09,0.12,52.10272896905238,74.4489152435157,129.80005104602284,55.35113580250714,163.0,-119.0,2.934,2.142,78.63841300535
0.17,-0.08,0.12,54.798876354524936,77.03324946481085,132.53964205659332,55.50639259178247,159.0,-108.0,2.862,1.944,78.08969202141856
0.17,-0.07,0.12,57.61986494804043,79.35225781502139,134.9178056429377,55.56554782791631,158.0,-90.0,2.844,1.62,76.68767828015137
0.17,-0.06,0.12,60.55996517182381,81.39694562718014,136.9516808202597,55.55473519307953,157.0,-80.0,2.826,1.44,77.62087348130012
0.17,-0.05,0.12,63.610459665965216,83.15599205880758,138.6542090297266,55.498216970918975,155.0,-64.0,2.79,1.152,77.1621668954417
0.17,-0.04,0.12,66.7594800848128,84.61712771296452,140.03522620892144,55.418098495956926,153.0,-54.0,2.754,0.972,75.02666192761077
0.17,-0.03,0.12,69.99202019855866,85.76837111303685,141.1021683404188,55.33379722738198,154.0,-40.0,2.772,0.72,75.58438992278762
0.17,-0.02,0.12,73.29016319224307,86.59912509053613,141.86051257578146,55.26138748524532,154.0,-23.0,2.772,0.414,77.02596964660685
0.17,-0.01,0.12,76.6335393365702,87.10110165024413,142.31403814814533,55.2129364979012,152.0,-8.0,2.736,0.144,77.10382610480494
0.17,0.0,0.12,80.0,87.26902978883983,142.46496844209707,55.19593865325725,151.0,8.0,2.718,-0.144,77.00649323271382
0.17,0.01,0.12,83.3664606634298,87.10110165024413,142.31403814814533,55.2129364979012,151.0,13.0,2.718,-0.234,77.33692520394123
0.17,0.02,0.12,86.70983680775693,86.59912509053613,141.86051257578146,55.26138748524532,148.0,29.0,2.664,-0.522,75.66372975210778
0.17,0.03,0.12,90.00797980144134,85.76837111303685,141.1021683404188,55.33379722738198,150.0,48.0,2.7,-0.864,75.82216034906945
0.17,0.04,0.12,93.2405199151872,84.61712771296452,140.03522620892144,55.418098495956926,147.0,58.0,2.646,-1.044,75.43208866258443
0.17,0.05,0.12,96.3895403340348,83.15599205880758,138.6542090297266,55.498216970918975,147.0,73.0,2.646,-1.314,76.55063683601855
0.17,0.06,0.12,99.44003482817618,81.39694562718014,136.9516808202597,55.55473519307953,148.0,89.0,2.664,-1.602,77.17512552629896
0.17,0.07,0.12,102.38013505195956,79.35225781502139,134.9178056429377,55.56554782791631,147.0,100.0,2.646,-1.8,76.94153624668537
0.17,0.08,0.12,105.20112364547506,77.03324946481085,132.53964205659332,55.50639259178247,145.0,117.0,2.61,-2.106,86.4060183089118
0.17,0.09,0.12,107.89727103094762,74.4489152435157,129.80005104602284,55.35113580250714,152.0,126.0,2.736,-2.268,76.15773105863909
0.17,0.1,0.12,110.46554491945987,71.60434654383688,126.67602442541794,55.071677881581046,149.0,145.0,2.682,-2.61,76.55063683601855
0.16,0.11,0.12,114.5085229876684,73.39618428915121,128.65713540683265,55.26095111768142,133.0,158.0,2.394,-2.844,87.80091115700337
0.15,0.12,0.12,118.65980825409008,74.59980724353235,129.96259296272322,55.36278571919087,117.0,173.0,2.106,-3.114,87.29833904490967
0.14,0.13,0.12,122.87890360333854,75.20470705383993,130.610979080891,55.406272027051074,98.0,185.0,1.764,-3.33,78.31347265956222
0.13,0.14,0.12,127.12109639666146,75.20470705383993,130.610979080891,55.406272027051074,80.0,197.0,1.44,-3.546,77.02596964660685
0.12,0.15,0.12,131.34019174590992,74.59980724353235,129.96259296272322,55.36278571919087,61.0,207.0,1.098,-3.726,89.45389874119518
0.11,0.16,0.12,135.4914770123316,73.39618428915121,128.65713540683265,55.26095111768142,48.0,219.0,0.864,-3.942,78.08969202141856
0.1,0.17,0.12,139.5344550805401,71.60434654383688,126.67602442541794,55.071677881581046,35.0,231.0,0.63,-4.158,77.87810988975015
0.09,0.17,0.12,142.10272896905238,74.4489152435157,129.80005104602284,55.35113580250714,13.0,234.0,0.234,-4.212,89.49301648732151
0.08,0.17,0.12,144.7988763545249,77.03324946481085,132.53964205659332,55.50639259178247,3.0,227.0,0.054,-4.086,89.5377015563835
0.07,0.17,0.12,147.61986494804043,79.35225781502139,134.9178056429377,55.56554782791631,-15.0,224.0,-0.27,-4.032,79.7057087039567
0.07,0.18,0.12,148.74949449286677,73.99700743794199,129.31133745722235,55.31433001928036,-9.0,237.0,-0.162,-4.266,77.07788269017254
0.08,0.18,0.12,146.0375110254218,71.75310994034804,126.84221457284508,55.08910463249704,4.0,241.0,0.072,-4.338,77.83315488916018
0.09,0.18,0.12,143.43494882292202,69.23545318855845,123.98795527301952,54.75250208446107,25.0,245.0,0.45,-4.41,77.20103626247513
0.1,0.18,0.12,140.94539590092285,66.44229789481001,120.71813785617,54.27583996135999,40.0,248.0,0.72,-4.464,77.12976079309465
0.11,0.17,0.12,137.0947570770121,68.4987990973867,123.13610137485075,54.63730227746405,51.0,238.0,0.918,-4.284,77.46612162745726
0.12,0.16,0.12,133.13010235415598,69.97365536312113,124.83402044094788,54.86036507782676,66.0,231.0,1.188,-4.158,77.64663547121665
0.13,0.15,0.12,129.08561677997488,70.86188411559984,125.8419578458123,54.98007373021247,83.0,215.0,1.494,-3.87,77.10382610480494
0.14,0.14,0.12,125.0,71.15860585595047,126.17621365158774,55.01760779563728,102.0,198.0,1.836,-3.564,76.32168761236873
0.15,0.13,0.12,120.91438322002512,70.86188411559984,125.8419578458123,54.98007373021247,118.0,182.0,2.124,-3.276,76.79192665899195
0.16,0.12,0.12,116.86989764584402,69.97365536312113,124.83402044094788,54.86036507782676,133.0,168.0,2.394,-3.024,75.92759709091287
0.17,0.11,0.12,112.9052429229879,68.4987990973867,123.13610137485075,54.63730227746405,147.0,157.0,2.646,-2.826,86.40023148117139
0.18,0.1,0.12,109.05460409907715,66.44229789481001,120.71813785617,54.27583996135999,168.0,145.0,3.024,-2.61,76.32168761236873
0.18,0.09,0.12,106.565051177078,69.23545318855845,123.98795527301952,54.75250208446107,170.0,128.0,3.06,-2.304,76.96752561957543
0.18,0.08,0.12,103.96248897457818,71.75310994034804,126.84221457284508,55.08910463249704,171.0,114.0,3.078,-2.052,76.05918747922567
0.18,0.07,0.12,101.25050550713324,73.99700743794199,129.31133745722235,55.31433001928036,171.0,98.0,3.078,-1.764,76.66159403508382
0.18,0.06,0.12,98.434948822922,75.96397379623532,131.41753867131018,55.45356487507486,170.0,83.0,3.06,-1.494,85.98255637046388
0.18,0.05,0.12,95.52411099675426,77.64779647472515,133.17725543248264,55.52945895775749,168.0,68.0,3.024,-1.224,86.6083136886985
0.18,0.04,0.12,92.52880770915152,79.0406995289464,134.60271324166598,55.56201371271956,167.0,53.0,3.006,-0.954,77.98717843338096
0.18,0.03,0.12,89.46232220802561,80.13456609909369,135.70294770879343,55.56838160969973,169.0,40.0,3.042,-0.72,78.49203781276162
0.18,0.02,0.12,86.3401917459099,80.92195893999266,136.4844685034288,55.562509563436144,169.0,28.0,3.042,-0.504,77.15568676384133
0.18,0.01,0.12,83.17983011986423,81.39694562718014,136.9516808202597,55.55473519307953,170.0,16.0,3.06,-0.288,76.83749084919418
0.18,0.0,0.12,80.0,81.55571259377567,137.1071390655247,55.55142647174904,169.0,0.0,3.042,0.0,76.84399781375251
0.18,-0.01,0.12,76.82016988013577,81.39694562718014,136.9516808202597,55.55473519307953,168.0,-17.0,3.024,0.306,76.32168761236873
0.18,-0.02,0.12,73.6598082540901,80.92195893999266,136.4844685034288,55.562509563436144,167.0,-29.0,3.006,0.522,76.05918747922567
0.18,-0.03,0.12,70.53767779197439,80.13456609909369,135.70294770879343,55.56838160969973,166.0,-42.0,2.988,0.756,76.96752561957543
0.18,-0.04,0.12,67.47119229084849,79.0406995289464,134.60271324166598,55.56201371271956,166.0,-57.0,2.988,1.026,75.96051605933177
0.18,-0.05,0.12,64.47588900324574,77.64779647472515,133.17725543248264,55.52945895775749,169.0,-70.0,3.042,1.26,75.8946638440411
0.18,-0.06,0.12,61.56505117707799,75.96397379623532,131.41753867131018,55.45356487507486,171.0,-83.0,3.078,1.494,76.6550715869472
0.18,-0.07,0.12,58.74949449286676,73.99700743794199,129.31133745722235,55.31433001928036,171.0,-100.0,3.078,1.8,76.48529270389177
0.18,-0.08,0.12,56.03751102542181,71.75310994034804,126.84221457284508,55.08910463249704,173.0,-112.0,3.114,2.016,76.94153624668537
0.18,-0.09,0.12,53.43494882292201,69.23545318855845,123.98795527301952,54.75250208446107,173.0,-127.0,3.114,2.286,76.53103945458993
0.18,-0.1,0.12,50.94539590092285,66.44229789481001,120.71813785617,54.27583996135999,173.0,-146.0,3.114,2.628,77.10382610480494
0.17,-0.11,0.12,47.094757077012105,68.4987990973867,123.13610137485075,54.63730227746405,161.0,-155.0,2.898,2.79,78.0
0.16,-0.12,0.12,43.13010235415598,69.97365536312113,124.83402044094788,54.86036507782676,149.0,-171.0,2.682,3.078,79.22752047110903
0.15,-0.13,0.12,39.08561677997487,70.86188411559984,125.8419578458123,54.98007373021247,134.0,-182.0,2.412,3.276,78.91767862779544
0.14,-0.14,0.12,35.0,71.15860585595047,126.17621365158774,55.01760779563728,114.0,-196.0,2.052,3.528,78.33900688673555
0.13,-0.15,0.12,30.914383220025123,70.86188411559984,125.8419578458123,54.98007373021247,90.0,-214.0,1.62,3.852,79.12016177940993
0.12,-0.16,0.12,26.869897645844013,69.97365536312113,124.83402044094788,54.86036507782676,74.0,-228.0,1.332,4.104,79.62411694957753
0.11,-0.17,0.12,22.90524292298789,68.4987990973867,123.13610137485075,54.63730227746405,58.0,-240.0,1.044,4.32,79.75587752636166
0.1,-0.18,0.12,19.05460409907714,66.44229789481001,120.71813785617,54.27583996135999,43.0,-256.0,0.774,4.608,79.05694150420949
0.09,-0.18,0.12,16.56505117707799,69.23545318855845,123.98795527301952,54.75250208446107,22.0,-257.0,0.396,4.626,82.61961026293939
0.08,-0.18,0.12,13.962488974578193,71.75310994034804,126.84221457284508,55.08910463249704,5.0,-256.0,0.09,4.608,80.72174428244226
0.07,-0.18,0.12,11.25050550713324,73.99700743794199,129.31133745722235,55.31433001928036,-4.0,-248.0,-0.072,4.464,82.75868534480233
0.06,-0.18,0.12,8.43494882292201,75.96397379623532,131.41753867131018,55.45356487507486,-25.0,-246.0,-0.45,4.428,82.80700453464067
0.05,-0.18,0.12,5.52411099675426,77.64779647472515,133.17725543248264,55.52945895775749,-40.0,-242.0,-0.72,4.356,81.68843247363729
0.05,-0.19,0.12,4.74356283647073,72.05092299080442,127.1739835130118,55.12306052220736,-30.0,-253.0,-0.54,4.554,80.15609770940699
0.06,-0.19,0.12,7.5255683737228765,70.4174211158999,125.33897041744208,54.92154930154217,-12.0,-258.0,-0.216,4.644,79.19595949289332
0.07,-0.19,0.12,10.224859431168085,68.4987990973867,123.13610137485075,54.63730227746405,6.0,-260.0,0.108,4.68,79.98124780221924
0.08,-0.19,0.12,12.833654177917552,66.29564995849194,120.5434783691598,54.24782841066786,15.0,-265.0,0.27,4.77,80.15609770940699
0.09,-0.19,0.12,15.346175941946695,63.80423290830221,117.53090399613272,53.72667108783051,32.0,-268.0,0.576,4.824,79.81227975693966
0.1,-0.19,0.12,17.75854060106002,61.013918832651726,114.05602578046624,53.0421069478145,47.0,-269.0,0.846,4.842,80.7093550959243
0.11,-0.18,0.12,21.42956561483851,63.3644290988825,116.9902527483729,53.6258236494904,66.0,-260.0,1.188,4.68,81.49233092751734
0.12,-0.17,0.12,25.217592968192704,65.12307303010735,119.13625609594727,54.01318306583995,85.0,-238.0,1.53,4.284,81.02468759581859
0.13,-0.16,0.12,29.093858886229505,66.29564995849194,120.5434783691598,54.24782841066786,104.0,-225.0,1.872,4.05,80.99382692526635
0.14,-0.15,0.12,33.025065989118026,66.88239283549285,121.24051215034898,54.358119314856125,120.0,-209.0,2.16,3.762,79.81227975693966
0.15,-0.14,0.12,36.97493401088197,66.88239283549285,121.24051215034898,54.358119314856125,131.0,-198.0,2.358,3.564,79.62411694957753
0.16,-0.13,0.12,40.9061411137705,66.29564995849194,120.5434783691598,54.24782841066786,147.0,-181.0,2.646,3.258,79.51100552753688
0.17,-0.12,0.12,44.78240703180729,65.12307303010735,119.13625609594727,54.01318306583995,158.0,-167.0,2.844,3.006,79.05694150420949
0.18,-0.11,0.12,48.57043438516149,63.3644290988825,116.9902527483729,53.6258236494904,177.0,-155.0,3.186,2.79,77.05841939723393
0.19,-0.1,0.12,52.24145939893998,61.013918832651726,114.05602578046624,53.0421069478145,191.0,-141.0,3.438,2.538,76.4198926981712
0.19,-0.09,0.12,54.65382405805331,63.80423290830221,117.53090399613272,53.72667108783051,195.0,-126.0,3.51,2.268,78.08969202141856
0.19,-0.08,0.12,57.166345822082455,66.29564995849194,120.5434783691598,54.24782841066786,194.0,-104.0,3.492,1.872,77.87810988975015
0.19,-0.07,0.12,59.77514056883192,68.4987990973867,123.13610137485075,54.63730227746405,191.0,-96.0,3.438,1.728,77.3692445355388
0.19,-0.06,0.12,62.47443162627713,70.4174211158999,125.33897041744208,54.92154930154217,191.0,-78.0,3.438,1.404,77.79460135510689
0.19,-0.05,0.12,65.25643716352927,72.05092299080442,127.1739835130118,55.12306052220736,188.0,-65.0,3.384,1.17,78.18567643756751
0.19,-0.04,0.12,68.11134196037203,73.39618428915121,128.65713540683265,55.26095111768142,190.0,-48.0,3.42,0.864,86.31338250816034
0.19,-0.03,0.12,71.0273733851036,74.4489152435157,129.80005104602284,55.35113580250714,189.0,-34.0,3.402,0.612,76.53757247260981
0.19,-0.02,0.12,73.99099404250548,75.20470705383993,130.610979080891,55.406272027051074,188.0,-26.0,3.384,0.468,77.52418977325722
0.19,-0.01,0.12,76.98721249581666,75.65983455821281,131.0954301173445,55.43559555913168,186.0,-7.0,3.348,0.126,76.27581530209953
0.19,0.0,0.12,80.0,75.81183078672105,131.25656954958862,55.44473876286758,185.0,11.0,3.33,-0.198,76.83749084919418
0.19,0.01,0.12,83.01278750418334,75.65983455821281,131.0954301173445,55.43559555913168,183.0,23.0,3.294,-0.414,76.48529270389177
0.19,0.02,0.12,86.00900595749452,75.20470705383993,130.610979080891,55.406272027051074,182.0,38.0,3.276,-0.684,77.07788269017254
0.19,0.03,0.12,88.9726266148964,74.4489152435157,129.80005104602284,55.35113580250714,183.0,45.0,3.294,-0.81,77.10382610480494
0.19,0.04,0.12,91.88865803962796,73.39618428915121,128.65713540683265,55.26095111768142,183.0,61.0,3.294,-1.098,75.92759709091287
0.19,0.05,0.12,94.74356283647072,72.05092299080442,127.1739835130118,55.12306052220736,177.0,75.0,3.186,-1.35,86.02325267042627
0.19,0.06,0.12,97.52556837372288,70.4174211158999,125.33897041744208,54.92154930154217,181.0,92.0,3.258,-1.656,76.55063683601855
0.19,0.07,0.12,100.22485943116808,68.4987990973867,123.13610137485075,54.63730227746405,179.0,105.0,3.222,-1.89,85.47514258543241
0.19,0.08,0.12,102.83365417791754,66.29564995849194,120.5434783691598,54.24782841066786,182.0,119.0,3.276,-2.142,76.05918747922567
0.19,0.09,0.12,105.34617594194668,63.80423290830221,117.53090399613272,53.72667108783051,181.0,138.0,3.258,-2.484,76.55716818169282
0.19,0.1,0.12,107.75854060106002,61.013918832651726,114.05602578046624,53.0421069478145,180.0,146.0,3.24,-2.628,86.7294644281861
0.18,0.11,0.12,111.42956561483852,63.3644290988825,116.9902527483729,53.6258236494904,169.0,162.0,3.042,-2.916,79.05694150420949
0.17,0.12,0.12,115.21759296819272,65.12307303010735,119.13625609594727,54.01318306583995,144.0,180.0,2.592,-3.24,79.07591289387686
0.16,0.13,0.12,119.0938588862295,66.29564995849194,120.5434783691598,54.24782841066786,129.0,195.0,2.322,-3.51,77.92945527847606
0.15,0.14,0.12,123.02506598911802,66.88239283549285,121.24051215034898,54.358119314856125,109.0,208.0,1.962,-3.744,77.23341245859851
0.14,0.15,0.12,126.97493401088198,66.88239283549285,121.24051215034898,54.358119314856125,98.0,216.0,1.764,-3.888,78.02563681252464
0.13,0.16,0.12,130.9061411137705,66.29564995849194,120.5434783691598,54.24782841066786,79.0,228.0,1.422,-4.104,78.23042886243178
0.12,0.17,0.12,134.78240703180728,65.12307303010735,119.13625609594727,54.01318306583995,62.0,237.0,1.116,-4.266,78.77182237323191
0.11,0.18,0.12,138.5704343851615,63.3644290988825,116.9902527483729,53.6258236494904,45.0,255.0,0.81,-4.59,78.33900688673555
