x,y,z,t0,t1,t2,t3,x0,y0,x1,y1,x2,y2,x3,y3,xc,yc,diagonal,b64_image,width,height
0.08,0.06,0.12,116.86989764584402,128.7311692405338,168.1343989399437,39.403229699409906,234.0,332.0,203.0,303.0,245.0,259.0,276.0,288.0,239.0,295.0,73.824115301167,,640,480
0.08,0.05,0.12,112.00538320808349,132.1659034852314,169.2699045712968,37.104001086065395,,,,,,,,,,,,,640,480
0.08,0.04,0.12,106.56505117707799,135.11831389240547,170.12439315187885,35.00607925947339,247.0,328.0,223.0,294.0,273.0,259.0,297.0,293.0,260.0,293.0,73.7360156233031,,640,480
0.08,0.03,0.12,100.55604521958347,137.51132779897958,170.73254553597937,33.221217736999805,254.0,325.0,234.0,287.0,288.0,261.0,307.0,297.0,271.0,293.0,72.47068372797375,,640,480
0.08,0.02,0.12,94.03624346792648,139.2763804021679,171.13137498951443,31.854994587346543,260.0,324.0,244.0,286.0,299.0,264.0,317.0,302.0,279.0,294.0,71.56116265125938,,640,480
0.08,0.01,0.12,87.1250163489018,140.35899570524055,171.35460217598126,30.995606470740697,265.0,319.0,255.0,279.0,313.0,265.0,325.0,305.0,289.0,292.0,72.24956747275377,,640,480
0.08,0.0,0.12,80.0,140.7239388565398,171.42612153127155,30.702182674731745,272.0,315.0,268.0,273.0,328.0,269.0,333.0,309.0,300.0,292.0,72.47068372797375,,640,480
0.08,-0.01,0.12,72.8749836510982,140.35899570524055,171.35460217598126,30.995606470740697,279.0,311.0,281.0,269.0,339.0,272.0,340.0,315.0,309.0,291.0,71.56116265125938,,640,480
0.08,-0.02,0.12,65.96375653207352,139.2763804021679,171.13137498951443,31.854994587346543,286.0,308.0,294.0,267.0,352.0,279.0,346.0,320.0,319.0,293.0,72.09022125087424,,640,480
0.08,-0.03,0.12,59.44395478041653,137.51132779897958,170.73254553597937,33.221217736999805,294.0,303.0,306.0,263.0,363.0,282.0,352.0,322.0,328.0,292.0,72.12489168102785,,640,480
0.08,-0.04,0.12,53.43494882292201,135.11831389240547,170.12439315187885,35.00607925947339,306.0,299.0,325.0,262.0,378.0,289.0,360.0,327.0,342.0,294.0,72.69112738154499,,640,480
0.08,-0.05,0.12,47.994616791916506,132.1659034852314,169.2699045712968,37.104001086065395,,,,,,,,,,,,,640,480
0.08,-0.06,0.12,43.13010235415598,128.7311692405338,168.1343989399437,39.403229699409906,325.0,289.0,349.0,255.0,396.0,289.0,374.0,324.0,360.0,289.0,71.0,,640,480
0.08,-0.07,0.12,38.81407483429035,124.89427231794797,166.68914579943367,41.794873481485695,340.0,289.0,368.0,257.0,412.0,299.0,383.0,330.0,376.0,294.0,72.69112738154499,,640,480
0.07,-0.07,0.12,35.0,129.34224671641658,168.34741299965646,39.005166283239845,333.0,300.0,362.0,271.0,405.0,314.0,376.0,344.0,369.0,307.0,73.348483283569,,640,480
0.06,-0.07,0.12,30.601294645004465,133.46151314909193,169.658871680743,36.197358531651105,332.0,308.0,365.0,281.0,403.0,327.0,372.0,356.0,367.0,317.0,73.49829930005184,,640,480
0.05,-0.07,0.12,25.53767779197438,137.16401463675476,170.64905242482325,33.485037788068496,333.0,315.0,368.0,293.0,400.0,346.0,365.0,368.0,366.0,330.0,73.824115301167,,640,480
0.05,-0.06,0.12,29.80557109226519,141.83133785218513,171.63146118223517,29.800123330050027,321.0,318.0,354.0,291.0,391.0,339.0,359.0,366.0,356.0,328.0,73.08214556237385,,640,480
0.06,-0.06,0.12,35.0,137.8605118603851,170.8148367150398,32.95432485465474,324.0,308.0,354.0,279.0,395.0,322.0,366.0,352.0,359.0,315.0,72.3671196055225,,640,480
0.07,-0.06,0.12,39.398705354995535,133.46151314909193,169.658871680743,36.197358531651105,324.0,301.0,351.0,268.0,396.0,309.0,370.0,340.0,360.0,305.0,72.44308110509934,,640,480
0.07,-0.05,0.12,44.46232220802562,137.16401463675476,170.64905242482325,33.485037788068496,312.0,306.0,336.0,271.0,384.0,306.0,361.0,341.0,348.0,306.0,72.0,,640,480
0.07,-0.04,0.12,50.255118703057775,140.35899570524055,171.35460217598126,30.995606470740697,303.0,308.0,324.0,272.0,375.0,301.0,356.0,339.0,339.0,304.0,72.3394774656273,,640,480
0.07,-0.03,0.12,56.801409486351815,142.95816410358123,171.8220673127333,28.8639032091521,292.0,315.0,306.0,275.0,362.0,297.0,349.0,336.0,327.0,306.0,72.27724399837061,,640,480
0.06,-0.03,0.12,53.43494882292201,148.0869167250413,172.4426377744681,24.35572104942682,289.0,326.0,307.0,288.0,361.0,314.0,345.0,352.0,325.0,320.0,72.99315036357864,,640,480
0.05,-0.03,0.12,49.03624346792648,152.7917689985149,172.61606691377924,19.824297915264353,290.0,327.0,310.0,291.0,362.0,319.0,344.0,357.0,326.0,323.0,72.44308110509934,,640,480
0.05,-0.04,0.12,41.34019174590991,149.7545868812887,172.5507440615227,22.796157180233987,297.0,326.0,322.0,293.0,370.0,329.0,345.0,364.0,333.0,327.0,73.06161783043132,,640,480
0.06,-0.04,0.12,46.30993247402021,145.27336941040357,172.15376619373865,26.880396783335087,300.0,319.0,323.0,284.0,372.0,317.0,350.0,354.0,336.0,318.0,72.02777242147643,,640,480
0.06,-0.05,0.12,40.1944289077348,141.83133785218513,171.63146118223517,29.800123330050027,,,,,,,,,,,,,640,480
0.05,-0.05,0.12,35.0,146.0643461094779,172.2479912259844,26.183645116506522,308.0,322.0,338.0,293.0,380.0,335.0,351.0,367.0,344.0,328.0,73.16419889536138,,640,480
0.05,-0.02,0.12,58.198590513648185,155.06734180042295,172.54254047140097,17.47519867097803,289.0,328.0,307.0,290.0,361.0,317.0,344.0,355.0,325.0,322.0,72.83543093852057,,640,480
0.06,-0.02,0.12,61.56505117707799,150.17886369340545,172.570342442144,22.391478748738567,282.0,333.0,292.0,292.0,350.0,308.0,341.0,348.0,316.0,320.0,72.44998274671983,,640,480
0.07,-0.02,0.12,64.05460409907715,144.88158087985204,172.10343471055006,27.221853830698013,,,,,,,,,,,,,640,480
0.07,-0.01,0.12,71.86989764584402,146.0643461094779,172.2479912259844,26.183645116506522,277.0,326.0,279.0,285.0,339.0,288.0,339.0,329.0,308.0,307.0,72.71863585079137,,640,480
0.06,-0.01,0.12,70.53767779197437,151.470430312234,172.60943514370618,21.13900483147219,276.0,336.0,279.0,295.0,339.0,300.0,338.0,342.0,307.0,318.0,72.56031973468694,,640,480
0.05,-0.01,0.12,68.69006752597979,156.4823218069953,172.43802577281755,15.955703965822273,279.0,331.0,285.0,289.0,342.0,297.0,340.0,340.0,310.0,314.0,71.58910531638176,,640,480
0.05,0.0,0.12,80.0,156.96324040401964,172.39145162649356,15.42821122247392,271.0,335.0,269.0,294.0,328.0,291.0,333.0,331.0,299.0,313.0,72.00694410957877,,640,480
0.06,0.0,0.12,80.0,151.9074538329724,172.61545213559398,20.707998302621558,271.0,339.0,268.0,297.0,328.0,293.0,333.0,333.0,299.0,316.0,73.24616030891995,,640,480
0.07,0.0,0.12,80.0,146.46361476660906,172.29174764573673,25.828132879127686,271.0,331.0,268.0,289.0,328.0,285.0,333.0,326.0,299.0,308.0,73.24616030891995,,640,480
0.07,0.01,0.12,88.13010235415598,146.0643461094779,172.2479912259844,26.183645116506522,267.0,337.0,256.0,297.0,315.0,282.0,327.0,321.0,291.0,309.0,73.0,,640,480
0.06,0.01,0.12,89.46232220802563,151.470430312234,172.60943514370618,21.13900483147219,268.0,346.0,257.0,306.0,315.0,290.0,328.0,330.0,291.0,318.0,73.10950690573696,,640,480
0.05,0.01,0.12,91.30993247402021,156.4823218069953,172.43802577281755,15.955703965822273,266.0,345.0,253.0,305.0,309.0,286.0,324.0,326.0,287.0,315.0,73.00684899377592,,640,480
0.05,0.02,0.12,101.80140948635182,155.06734180042295,172.54254047140097,17.47519867097803,263.0,352.0,242.0,315.0,293.0,286.0,316.0,321.0,278.0,319.0,72.49827584156743,,640,480
0.06,0.02,0.12,98.43494882292201,150.17886369340545,172.570342442144,22.391478748738567,,,,,,,,,,,,,640,480
0.07,0.02,0.12,95.94539590092285,144.88158087985204,172.10343471055006,27.221853830698013,261.0,337.0,245.0,298.0,300.0,275.0,318.0,313.0,280.0,306.0,73.24616030891995,,640,480
0.07,0.03,0.12,103.19859051364818,142.95816410358123,171.8220673127333,28.8639032091521,255.0,340.0,233.0,303.0,285.0,273.0,307.0,308.0,270.0,306.0,73.40980860893181,,640,480
0.07,0.04,0.12,109.74488129694222,140.35899570524055,171.35460217598126,30.995606470740697,249.0,341.0,223.0,308.0,271.0,269.0,297.0,303.0,260.0,305.0,75.28612089887484,,640,480
0.07,0.05,0.12,115.53767779197437,137.16401463675476,170.64905242482325,33.485037788068496,244.0,343.0,214.0,312.0,257.0,271.0,287.0,299.0,250.0,307.0,73.16419889536138,,640,480
0.07,0.06,0.12,120.60129464500446,133.46151314909193,169.658871680743,36.197358531651105,236.0,341.0,204.0,314.0,243.0,267.0,275.0,295.0,239.0,304.0,74.33034373659252,,640,480
0.07,0.07,0.12,125.0,129.34224671641658,168.34741299965646,39.005166283239845,226.0,340.0,193.0,317.0,228.0,268.0,262.0,291.0,227.0,304.0,72.02777242147643,,640,480
0.06,0.07,0.12,129.39870535499554,133.46151314909193,169.658871680743,36.197358531651105,233.0,353.0,197.0,333.0,226.0,281.0,264.0,299.0,229.0,317.0,72.3394774656273,,640,480
0.05,0.07,0.12,134.46232220802563,137.16401463675476,170.64905242482325,33.485037788068496,241.0,365.0,201.0,350.0,225.0,294.0,264.0,308.0,233.0,329.0,72.78049189171504,,640,480
0.05,0.06,0.12,130.19442890773482,141.83133785218513,171.63146118223517,29.800123330050027,249.0,366.0,210.0,348.0,238.0,294.0,276.0,310.0,243.0,330.0,72.83543093852057,,640,480
0.06,0.06,0.12,125.0,137.8605118603851,170.8148367150398,32.95432485465474,242.0,353.0,206.0,331.0,239.0,281.0,275.0,301.0,240.0,317.0,72.06247289678588,,640,480
0.06,0.05,0.12,119.8055710922652,141.83133785218513,171.63146118223517,29.800123330050027,249.0,354.0,217.0,327.0,257.0,282.0,289.0,307.0,253.0,318.0,72.44308110509934,,640,480
0.06,0.04,0.12,113.6900675259798,145.27336941040357,172.15376619373865,26.880396783335087,,,,,,,,,,,,,640,480
0.05,0.04,0.12,118.65980825409008,149.7545868812887,172.5507440615227,22.796157180233987,262.0,365.0,230.0,336.0,271.0,292.0,303.0,318.0,266.0,328.0,73.55270219373317,,640,480
0.05,0.05,0.12,125.0,146.0643461094779,172.2479912259844,26.183645116506522,,,,,,,,,,,,,640,480
0.05,0.03,0.12,110.96375653207352,152.7917689985149,172.61606691377924,19.824297915264353,263.0,360.0,235.0,329.0,280.0,290.0,309.0,320.0,271.0,325.0,72.03471385380801,,640,480
0.06,0.03,0.12,106.56505117707799,148.0869167250413,172.4426377744681,24.35572104942682,261.0,354.0,238.0,319.0,289.0,286.0,313.0,319.0,275.0,320.0,73.53910524340094,,640,480
