x,y,z,xe,ye,ze
0.0,0.0,0.0,0.0,0.0,0.0
0.071942,-0.052433,0.12,0.008386,0.00075648,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.071942,-0.052433,0.12,0.008386,0.00075648,0.0
0.070475,-0.051333,0.12,0.017629,-0.00023265,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.071942,-0.052433,0.12,0.008386,0.00075648,0.0
0.070475,-0.051333,0.12,0.017629,-0.00023265,0.0
0.08175,-0.053442,0.12,0.010242,0.0019311,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.092933,-0.049408,0.12,0.03629,0.02962,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.092933,-0.049408,0.12,0.03629,0.02962,0.0
0.12529,-0.024475,0.12,0.020603,0.020521,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.092933,-0.049408,0.12,0.03629,0.02962,0.0
0.12529,-0.024475,0.12,0.020603,0.020521,0.0
0.14088,-0.0080667,0.12,0.013356,0.012029,0.0
0.092933,-0.049408,0.12,0.03629,0.02962,0.0
0.12529,-0.024475,0.12,0.020603,0.020521,0.0
0.14088,-0.0080667,0.12,0.013356,0.012029,0.0
0.14931,-0.000825,0.12,0.0090903,0.0087458,0.0
0.12529,-0.024475,0.12,0.020603,0.020521,0.0
0.14088,-0.0080667,0.12,0.013356,0.012029,0.0
0.14931,-0.000825,0.12,0.0090903,0.0087458,0.0
0.15362,0.0059583,0.12,0.006866,0.0039417,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15463,0.0065083,0.12,-0.046989,-0.032715,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.058008,-0.059767,0.12,0.018189,0.052176,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.058008,-0.059767,0.12,0.018189,0.052176,0.0
0.074142,-0.01155,0.12,0.013802,0.03231,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.058008,-0.059767,0.12,0.018189,0.052176,0.0
0.074142,-0.01155,0.12,0.013802,0.03231,0.0
0.083125,0.015583,0.12,0.010691,0.019352,0.0
0.058008,-0.059767,0.12,0.018189,0.052176,0.0
0.074142,-0.01155,0.12,0.013802,0.03231,0.0
0.083125,0.015583,0.12,0.010691,0.019352,0.0
0.088533,0.031625,0.12,0.0082194,0.010398,0.0
0.074142,-0.01155,0.12,0.013802,0.03231,0.0
0.083125,0.015583,0.12,0.010691,0.019352,0.0
0.088533,0.031625,0.12,0.0082194,0.010398,0.0
0.091008,0.03575,0.12,0.0072127,0.0098168,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.096142,0.044367,0.12,-0.014914,-0.076141,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.096142,0.044367,0.12,-0.014914,-0.076141,0.0
0.089725,-0.026492,0.12,-0.017728,-0.045725,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.096142,0.044367,0.12,-0.014914,-0.076141,0.0
0.089725,-0.026492,0.12,-0.017728,-0.045725,0.0
0.068642,-0.07205,0.12,-0.00126,-0.020387,0.0
0.096142,0.044367,0.12,-0.014914,-0.076141,0.0
0.089725,-0.026492,0.12,-0.017728,-0.045725,0.0
0.068642,-0.07205,0.12,-0.00126,-0.020387,0.0
0.061675,-0.087725,0.12,0.0033989,-0.014823,0.0
0.089725,-0.026492,0.12,-0.017728,-0.045725,0.0
0.068642,-0.07205,0.12,-0.00126,-0.020387,0.0
0.061675,-0.087725,0.12,0.0033989,-0.014823,0.0
0.064058,-0.097167,0.12,-0.00013824,-0.010437,0.0
0.068642,-0.07205,0.12,-0.00126,-0.020387,0.0
0.061675,-0.087725,0.12,0.0033989,-0.014823,0.0
0.064058,-0.097167,0.12,-0.00013824,-0.010437,0.0
0.064608,-0.10313,0.12,-0.0012652,-0.0070059,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.065617,-0.10267,0.12,0.032194,0.057111,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.12786,0.018517,0.12,-0.034642,-0.059863,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.12786,0.018517,0.12,-0.034642,-0.059863,0.0
0.096233,-0.036942,0.12,-0.022836,-0.035852,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.12786,0.018517,0.12,-0.034642,-0.059863,0.0
0.096233,-0.036942,0.12,-0.022836,-0.035852,0.0
0.0735,-0.068292,0.12,-0.010012,-0.020226,0.0
0.12786,0.018517,0.12,-0.034642,-0.059863,0.0
0.096233,-0.036942,0.12,-0.022836,-0.035852,0.0
0.0735,-0.068292,0.12,-0.010012,-0.020226,0.0
0.063142,-0.086075,0.12,-0.0046089,-0.010304,0.0
0.096233,-0.036942,0.12,-0.022836,-0.035852,0.0
0.0735,-0.068292,0.12,-0.010012,-0.020226,0.0
0.063142,-0.086075,0.12,-0.0046089,-0.010304,0.0
0.060483,-0.088183,0.12,-0.004428,-0.012126,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.057,-0.097075,0.12,-0.0045559,0.032373,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.056633,-0.033917,0.12,0.047264,-0.013819,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.056633,-0.033917,0.12,0.047264,-0.013819,0.0
0.096508,-0.046842,0.12,0.033682,-0.01218,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.056633,-0.033917,0.12,0.047264,-0.013819,0.0
0.096508,-0.046842,0.12,0.033682,-0.01218,0.0
0.12878,-0.0605,0.12,0.014562,-0.004165,0.0
0.056633,-0.033917,0.12,0.047264,-0.013819,0.0
0.096508,-0.046842,0.12,0.033682,-0.01218,0.0
0.12878,-0.0605,0.12,0.014562,-0.004165,0.0
0.13657,-0.063892,0.12,0.013344,-0.0035949,0.0
0.096508,-0.046842,0.12,0.033682,-0.01218,0.0
0.12878,-0.0605,0.12,0.014562,-0.004165,0.0
0.13657,-0.063892,0.12,0.013344,-0.0035949,0.0
0.14133,-0.064625,0.12,0.011864,-0.0042723,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1505,-0.0693,0.12,0.0030397,0.027495,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1505,-0.0693,0.12,0.0030397,0.027495,0.0
0.15921,-0.04675,0.12,-0.0071408,0.019196,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1505,-0.0693,0.12,0.0030397,0.027495,0.0
0.15921,-0.04675,0.12,-0.0071408,0.019196,0.0
0.15371,-0.029883,0.12,-0.0023768,0.0094554,0.0
0.1505,-0.0693,0.12,0.0030397,0.027495,0.0
0.15921,-0.04675,0.12,-0.0071408,0.019196,0.0
0.15371,-0.029883,0.12,-0.0023768,0.0094554,0.0
0.15224,-0.027683,0.12,-0.0012782,0.010818,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15059,-0.018425,0.12,0.010696,0.014862,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15059,-0.018425,0.12,0.010696,0.014862,0.0
0.15692,-0.0033917,0.12,0.0097176,0.0046981,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15059,-0.018425,0.12,0.010696,0.014862,0.0
0.15692,-0.0033917,0.12,0.0097176,0.0046981,0.0
0.16462,-0.000275,0.12,0.0046907,0.0040162,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16608,0.000825,0.12,-0.054577,-0.038007,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.05315,-0.078192,0.12,0.050895,0.062878,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.05315,-0.078192,0.12,0.050895,0.062878,0.0
0.1043,-0.0050417,0.12,0.026252,0.022342,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.05315,-0.078192,0.12,0.050895,0.062878,0.0
0.1043,-0.0050417,0.12,0.026252,0.022342,0.0
0.12502,0.009625,0.12,0.018789,0.023982,0.0
0.05315,-0.078192,0.12,0.050895,0.062878,0.0
0.1043,-0.0050417,0.12,0.026252,0.022342,0.0
0.12502,0.009625,0.12,0.018789,0.023982,0.0
0.13941,0.028142,0.12,0.011024,0.013618,0.0
0.1043,-0.0050417,0.12,0.026252,0.022342,0.0
0.12502,0.009625,0.12,0.018789,0.023982,0.0
0.13941,0.028142,0.12,0.011024,0.013618,0.0
0.14793,0.039417,0.12,0.0058124,0.0064198,0.0
0.12502,0.009625,0.12,0.018789,0.023982,0.0
0.13941,0.028142,0.12,0.011024,0.013618,0.0
0.14793,0.039417,0.12,0.0058124,0.0064198,0.0
0.14986,0.039783,0.12,0.0055441,0.0080914,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15224,0.045192,0.12,-0.010569,-0.02246,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15224,0.045192,0.12,-0.010569,-0.02246,0.0
0.14803,0.024933,0.12,-0.014045,-0.015793,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15224,0.045192,0.12,-0.010569,-0.02246,0.0
0.14803,0.024933,0.12,-0.014045,-0.015793,0.0
0.13831,0.011275,0.12,-0.0081747,-0.0089297,0.0
0.15224,0.045192,0.12,-0.010569,-0.02246,0.0
0.14803,0.024933,0.12,-0.014045,-0.015793,0.0
0.13831,0.011275,0.12,-0.0081747,-0.0089297,0.0
0.13483,0.0088917,0.12,-0.0066146,-0.009944,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1296,0.00055,0.12,0.0074234,0.039067,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14491,0.078283,0.12,0.0067657,-0.010552,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14491,0.078283,0.12,0.0067657,-0.010552,0.0
0.14986,0.076358,0.12,0.0037729,-0.016603,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14491,0.078283,0.12,0.0067657,-0.010552,0.0
0.14986,0.076358,0.12,0.0037729,-0.016603,0.0
0.15362,0.069575,0.12,0.00099317,-0.013808,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15728,0.061875,0.12,-0.058391,-0.092961,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.038025,-0.10698,0.12,0.029183,0.036599,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.038025,-0.10698,0.12,0.029183,0.036599,0.0
0.070842,-0.07535,0.12,0.0088717,0.026762,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.038025,-0.10698,0.12,0.029183,0.036599,0.0
0.070842,-0.07535,0.12,0.0088717,0.026762,0.0
0.081842,-0.048767,0.12,0.0041245,0.011073,0.0
0.038025,-0.10698,0.12,0.029183,0.036599,0.0
0.070842,-0.07535,0.12,0.0088717,0.026762,0.0
0.081842,-0.048767,0.12,0.0041245,0.011073,0.0
0.082942,-0.044367,0.12,0.0061509,0.01212,0.0
0.070842,-0.07535,0.12,0.0088717,0.026762,0.0
0.081842,-0.048767,0.12,0.0041245,0.011073,0.0
0.082942,-0.044367,0.12,0.0061509,0.01212,0.0
0.0867,-0.034742,0.12,0.0039558,0.0052184,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.086608,-0.035108,0.12,0.044659,0.022439,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16196,0.0010083,0.12,-0.028353,-0.059718,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16196,0.0010083,0.12,-0.028353,-0.059718,0.0
0.13758,-0.052433,0.12,-0.022326,-0.036362,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16196,0.0010083,0.12,-0.028353,-0.059718,0.0
0.13758,-0.052433,0.12,-0.022326,-0.036362,0.0
0.11924,-0.081675,0.12,-0.01317,-0.022163,0.0
0.16196,0.0010083,0.12,-0.028353,-0.059718,0.0
0.13758,-0.052433,0.12,-0.022326,-0.036362,0.0
0.11924,-0.081675,0.12,-0.01317,-0.022163,0.0
0.10797,-0.098175,0.12,-0.0064843,-0.013184,0.0
0.13758,-0.052433,0.12,-0.022326,-0.036362,0.0
0.11924,-0.081675,0.12,-0.01317,-0.022163,0.0
0.10797,-0.098175,0.12,-0.0064843,-0.013184,0.0
0.10448,-0.10294,0.12,-0.0052955,-0.012178,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.098708,-0.11009,0.12,0.024057,0.058256,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14509,0.0081583,0.12,-0.033692,-0.018958,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14509,0.0081583,0.12,-0.033692,-0.018958,0.0
0.11539,-0.00935,0.12,-0.02261,-0.014454,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14509,0.0081583,0.12,-0.033692,-0.018958,0.0
0.11539,-0.00935,0.12,-0.02261,-0.014454,0.0
0.097517,-0.020258,0.12,-0.014045,-0.010048,0.0
0.14509,0.0081583,0.12,-0.033692,-0.018958,0.0
0.11539,-0.00935,0.12,-0.02261,-0.014454,0.0
0.097517,-0.020258,0.12,-0.014045,-0.010048,0.0
0.09055,-0.027592,0.12,-0.011733,-0.0059659,0.0
0.11539,-0.00935,0.12,-0.02261,-0.014454,0.0
0.097517,-0.020258,0.12,-0.014045,-0.010048,0.0
0.09055,-0.027592,0.12,-0.011733,-0.0059659,0.0
0.087158,-0.029883,0.12,-0.010668,-0.0052999,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.08285,-0.033092,0.12,0.0013366,0.058773,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.08285,-0.033092,0.12,0.0013366,0.058773,0.0
0.082575,0.018883,0.12,0.0066236,0.038043,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.08285,-0.033092,0.12,0.0013366,0.058773,0.0
0.082575,0.018883,0.12,0.0066236,0.038043,0.0
0.084775,0.051792,0.12,0.0069296,0.020757,0.0
0.08285,-0.033092,0.12,0.0013366,0.058773,0.0
0.082575,0.018883,0.12,0.0066236,0.038043,0.0
0.084775,0.051792,0.12,0.0069296,0.020757,0.0
0.088258,0.065908,0.12,0.0046993,0.014452,0.0
0.082575,0.018883,0.12,0.0066236,0.038043,0.0
0.084775,0.051792,0.12,0.0069296,0.020757,0.0
0.088258,0.065908,0.12,0.0046993,0.014452,0.0
0.088075,0.07535,0.12,0.0055091,0.0089159,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.090183,0.079292,0.12,-0.017471,-0.082343,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.090183,0.079292,0.12,-0.017471,-0.082343,0.0
0.075333,-0.0011,0.12,-0.013371,-0.047563,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.090183,0.079292,0.12,-0.017471,-0.082343,0.0
0.075333,-0.0011,0.12,-0.013371,-0.047563,0.0
0.063875,-0.041158,0.12,-0.0072868,-0.030311,0.0
0.090183,0.079292,0.12,-0.017471,-0.082343,0.0
0.075333,-0.0011,0.12,-0.013371,-0.047563,0.0
0.063875,-0.041158,0.12,-0.0072868,-0.030311,0.0
0.052967,-0.068292,0.12,0.0009342,-0.01458,0.0
0.075333,-0.0011,0.12,-0.013371,-0.047563,0.0
0.063875,-0.041158,0.12,-0.0072868,-0.030311,0.0
0.052967,-0.068292,0.12,0.0009342,-0.01458,0.0
0.05205,-0.076725,0.12,0.00050721,-0.011849,0.0
0.063875,-0.041158,0.12,-0.0072868,-0.030311,0.0
0.052967,-0.068292,0.12,0.0009342,-0.01458,0.0
0.05205,-0.076725,0.12,0.00050721,-0.011849,0.0
0.05095,-0.081767,0.12,0.00093538,-0.0096576,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.049575,-0.086167,0.12,0.052593,0.0055349,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15078,-0.068842,0.12,-0.011217,0.0027806,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15078,-0.068842,0.12,-0.011217,0.0027806,0.0
0.14537,-0.06655,0.12,-0.012591,0.00095272,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.15078,-0.068842,0.12,-0.011217,0.0027806,0.0
0.14537,-0.06655,0.12,-0.012591,0.00095272,0.0
0.14133,-0.062425,0.12,-0.011948,-0.0029404,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13336,-0.064167,0.12,-6.4175e-05,0.074214,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13336,-0.064167,0.12,-6.4175e-05,0.074214,0.0
0.12878,0.0039417,0.12,0.0081691,0.043696,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13336,-0.064167,0.12,-6.4175e-05,0.074214,0.0
0.12878,0.0039417,0.12,0.0081691,0.043696,0.0
0.13473,0.044733,0.12,0.0040358,0.0217,0.0
0.13336,-0.064167,0.12,-6.4175e-05,0.074214,0.0
0.12878,0.0039417,0.12,0.0081691,0.043696,0.0
0.13473,0.044733,0.12,0.0040358,0.0217,0.0
0.13978,0.062608,0.12,-9.3402e-05,0.013223,0.0
0.12878,0.0039417,0.12,0.0081691,0.043696,0.0
0.13473,0.044733,0.12,0.0040358,0.0217,0.0
0.13978,0.062608,0.12,-9.3402e-05,0.013223,0.0
0.13858,0.06655,0.12,0.0015545,0.01398,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13932,0.079475,0.12,0.00048341,-0.075463,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13593,-0.068108,0.12,-0.01269,0.052593,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13593,-0.068108,0.12,-0.01269,0.052593,0.0
0.12667,-0.020075,0.12,-0.011316,0.035405,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13593,-0.068108,0.12,-0.01269,0.052593,0.0
0.12667,-0.020075,0.12,-0.011316,0.035405,0.0
0.11723,0.0061417,0.12,-0.0058174,0.024611,0.0
0.13593,-0.068108,0.12,-0.01269,0.052593,0.0
0.12667,-0.020075,0.12,-0.011316,0.035405,0.0
0.11723,0.0061417,0.12,-0.0058174,0.024611,0.0
0.11283,0.020442,0.12,-0.0033888,0.018023,0.0
0.12667,-0.020075,0.12,-0.011316,0.035405,0.0
0.11723,0.0061417,0.12,-0.0058174,0.024611,0.0
0.11283,0.020442,0.12,-0.0033888,0.018023,0.0
0.10916,0.033367,0.12,-0.00070777,0.0089535,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.10687,0.038867,0.12,-0.017529,0.02489,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.10687,0.038867,0.12,-0.017529,0.02489,0.0
0.092933,0.057933,0.12,-0.012659,0.014613,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.10687,0.038867,0.12,-0.017529,0.02489,0.0
0.092933,0.057933,0.12,-0.012659,0.014613,0.0
0.08505,0.065908,0.12,-0.0093078,0.011033,0.0
0.10687,0.038867,0.12,-0.017529,0.02489,0.0
0.092933,0.057933,0.12,-0.012659,0.014613,0.0
0.08505,0.065908,0.12,-0.0093078,0.011033,0.0
0.081567,0.0704,0.12,-0.0080904,0.0087391,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.07295,0.0781,0.12,0.042681,-0.082338,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16187,-0.089742,0.12,0.007884,0.020417,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16187,-0.089742,0.12,0.007884,0.020417,0.0
0.16773,-0.078742,0.12,0.0068667,0.019661,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.16187,-0.089742,0.12,0.007884,0.020417,0.0
0.16773,-0.078742,0.12,0.0068667,0.019661,0.0
0.17223,-0.064258,0.12,0.0047997,0.010299,0.0
0.16187,-0.089742,0.12,0.007884,0.020417,0.0
0.16773,-0.078742,0.12,0.0068667,0.019661,0.0
0.17223,-0.064258,0.12,0.0047997,0.010299,0.0
0.17369,-0.059492,0.12,0.0045453,0.0080938,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.17498,-0.054908,0.12,-0.042406,-0.020002,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.17498,-0.054908,0.12,-0.042406,-0.020002,0.0
0.13684,-0.069575,0.12,-0.027713,-0.018371,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.17498,-0.054908,0.12,-0.042406,-0.020002,0.0
0.13684,-0.069575,0.12,-0.027713,-0.018371,0.0
0.11411,-0.085433,0.12,-0.0167,-0.0090313,0.0
0.17498,-0.054908,0.12,-0.042406,-0.020002,0.0
0.13684,-0.069575,0.12,-0.027713,-0.018371,0.0
0.11411,-0.085433,0.12,-0.0167,-0.0090313,0.0
0.10256,-0.091575,0.12,-0.01101,-0.0061487,0.0
0.13684,-0.069575,0.12,-0.027713,-0.018371,0.0
0.11411,-0.085433,0.12,-0.0167,-0.0090313,0.0
0.10256,-0.091575,0.12,-0.01101,-0.0061487,0.0
0.095683,-0.093592,0.12,-0.007065,-0.0057616,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.09055,-0.097992,0.12,-0.001849,0.039051,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.091925,-0.020717,0.12,-0.0032402,0.037866,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.091925,-0.020717,0.12,-0.0032402,0.037866,0.0
0.087892,0.012283,0.12,-0.00072141,0.02189,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.091925,-0.020717,0.12,-0.0032402,0.037866,0.0
0.087892,0.012283,0.12,-0.00072141,0.02189,0.0
0.084592,0.024658,0.12,0.0018213,0.018027,0.0
0.091925,-0.020717,0.12,-0.0032402,0.037866,0.0
0.087892,0.012283,0.12,-0.00072141,0.02189,0.0
0.084592,0.024658,0.12,0.0018213,0.018027,0.0
0.085417,0.033092,0.12,0.00061772,0.01385,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0823,0.0451,0.12,-0.0080597,-0.012427,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0823,0.0451,0.12,-0.0080597,-0.012427,0.0
0.080375,0.037767,0.12,-0.011842,-0.014356,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0823,0.0451,0.12,-0.0080597,-0.012427,0.0
0.080375,0.037767,0.12,-0.011842,-0.014356,0.0
0.073042,0.0297,0.12,-0.007363,-0.010921,0.0
0.0823,0.0451,0.12,-0.0080597,-0.012427,0.0
0.080375,0.037767,0.12,-0.011842,-0.014356,0.0
0.073042,0.0297,0.12,-0.007363,-0.010921,0.0
0.071667,0.026308,0.12,-0.007415,-0.0098446,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.068,0.018792,0.12,0.0069619,-0.0099893,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.081475,0.0034833,0.12,0.024162,0.056908,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.081475,0.0034833,0.12,0.024162,0.056908,0.0
0.10008,0.057383,0.12,0.014823,0.031476,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.081475,0.0034833,0.12,0.024162,0.056908,0.0
0.10008,0.057383,0.12,0.014823,0.031476,0.0
0.11301,0.084883,0.12,0.0065323,0.01821,0.0
0.081475,0.0034833,0.12,0.024162,0.056908,0.0
0.10008,0.057383,0.12,0.014823,0.031476,0.0
0.11301,0.084883,0.12,0.0065323,0.01821,0.0
